influencer_id,name,influencer_type,mapped_outlet_id,state,city,mobile,loyalty_tier,last_app_login,data_quality_note
PIDINF001655,Farida Varma,Waterproofing applicator,PIDOUT008660,Karnataka,Davanagere,9616948207,Platinum,2025-01-18,
PIDINF001656,Ganesh Khan,Tile contractor,PIDOUT006692,Andhra Pradesh,Anantapur,8238189540,Silver,20/03/2025,
PIDINF001657,Prakash Iyer,Mason,PIDOUT007442,Karnataka,Mangaluru,8364954185,Inactive,2025-06-21,same mobile as dealer
PIDINF001658,Prakash Varma,Mason,PIDOUT002639,Tamil Nadu,Trichy,7551300228,Bronze,08/07/2024,inactive but purchases seen
PIDINF001659,Kavya Pillai,Mason,PIDOUT008068,Karnataka,Mangaluru,7363677801,Silver,,
PIDINF001660,Ganesh Gowda,Painter,PIDOUT004743,Karnataka,Ballari,6387867758,Silver,03/08/2024,name in local language in app
PIDINF001661,Arun Rao,Mason,PIDOUT005330,Andhra Pradesh,Kurnool,7818974629,Gold,10/05/2025,
PIDINF001662,Lokesh Naidu,Painter,PIDOUT002349,Andhra Pradesh,Anantapur,9977344010,Silver,2025-02-27,mapped to old outlet
PIDINF001663,Naveen Shetty,Tile contractor,PIDOUT007526,Telangana,Mahbubnagar,9658327792,Platinum,08/03/2024,mapped to old outlet
PIDINF001664,Hari Varma,Painter,PIDOUT007114,Tamil Nadu,Cuddalore,7001394486,Platinum,11/06/2025,mapped to old outlet
PIDINF001665,Farida Nair,Carpenter,PIDOUT006781,Tamil Nadu,Kanchipuram,7688943751,Bronze,,
PIDINF001666,Suresh Acharya,Mason,PIDOUT006314,Karnataka,Hubballi,6894156407,Gold,2026-01-09,
PIDINF001667,Lokesh Babu,Carpenter,PIDOUT007413,Andhra Pradesh,Kadapa,9694035877,Gold,2025-07-29,same mobile as dealer
PIDINF001668,Arun Shetty,Carpenter,PIDOUT004953,Telangana,Mahbubnagar,7098023211,Silver,,
PIDINF001669,Ganesh Patil,Mason,PIDOUT002327,Kerala,Kozhikode,7484469949,Inactive,11-Apr-25,inactive but purchases seen
PIDINF001670,Sanjay Nair,Mason,PIDOUT000655,Tamil Nadu,Tirunelveli,9949432467,Gold,2024-10-27,name in local language in app
PIDINF001671,Arun Khan,Tile contractor,PIDOUT003442,Telangana,Warangal,6919665173,Silver,01-Jan-25,inactive but purchases seen
PIDINF001672,Senthil Joseph,Waterproofing applicator,PIDOUT008611,Tamil Nadu,Coimbatore,6597126553,Inactive,,name in local language in app
PIDINF001673,Chandra Menon,Mason,PIDOUT003538,Tamil Nadu,Kanchipuram,6103670714,Bronze,,mapped to old outlet
PIDINF001674,Bala Patil,Waterproofing applicator,PIDOUT001282,TS,Warangal,6766352993,Gold,2025-09-11,mapped to old outlet
PIDINF001675,Deepak Das,Carpenter,PIDOUT005155,Tamil Nadu,Tirunelveli,6025493109,Bronze,2025-06-13,name in local language in app
PIDINF001676,Farida Gowda,Painter,PIDOUT008201,Andhra Pradesh,Tirupati,7513262289,Gold,2024-04-27,inactive but purchases seen
PIDINF001677,Kavya Gowda,Painter,PIDOUT004317,Tamil Nadu,Erode,6412461113,Bronze,2026-02-18,
PIDINF001678,Naveen Menon,Tile contractor,PIDOUT006637,Karnataka,Davanagere,8102688397,Platinum,06/23/2024,inactive but purchases seen
PIDINF001679,Hari Prasad,Mason,PIDOUT002931,Tamil Nadu,Salem,NA,Platinum,2025-12-08,mapped to old outlet
PIDINF001680,Anand Kumar,Waterproofing applicator,PIDOUT005011,Karnataka,Raichur,9806484324,Silver,2025-09-20,mapped to old outlet
PIDINF001681,Senthil Varma,Painter,PIDOUT005630,KARNATAKA,Davanagere,8267656382,Inactive,2026-01-06,inactive but purchases seen
PIDINF001682,Bala Khan,Waterproofing applicator,PIDOUT005577,Andhra Pradesh,Visakhapatnam,7822721933,Silver,05/22/2025,
PIDINF001683,Hari Khan,Painter,PIDOUT005355,Telangana,Karimnagar,6438280871,Bronze,2024-08-04,
PIDINF001684,Suresh Babu,Mason,PIDOUT001066,Tamil Nadu,Erode,8199164574,Platinum,,name in local language in app
PIDINF001685,Geetha Menon,Painter,PIDOUT002839,Andhra Pradesh,Tirupati,8376982296,Silver,2025-06-27,name in local language in app
PIDINF001686,Venkatesh Menon,Waterproofing applicator,PIDOUT002639,Andhra Pradesh,Nellore,7383870814,Bronze,,
PIDINF001687,Suresh Nair,Carpenter,PIDOUT002640,Puducherry,Karaikal,7635876515,Silver,2025-07-30,mapped to old outlet
PIDINF001688,Hari Khan,Waterproofing applicator,PIDOUT007186,Tamil Nadu,Kanchipuram,7579069681,Platinum,,same mobile as dealer
PIDINF001689,Priya Shetty,Painter,PIDOUT003328,Karnataka,Ballari,9299342375,Silver,2025-03-06,inactive but purchases seen
PIDINF001690,Naveen Das,Painter,PIDOUT006615,Andhra Pradesh,Guntur,8831686584,Inactive,,name in local language in app
PIDINF001691,Kavya Nair,Mason,PIDOUT008035,Telangana,Karimnagar,6089385954,Platinum,2025-12-01,mapped to old outlet
PIDINF001692,Karthik Reddy,Carpenter,PIDOUT007460,Andhra Pradesh,Kadapa,9651197438,Bronze,2026-02-16,same mobile as dealer
PIDINF001693,Suresh Joseph,Painter,PIDOUT007921,Karnataka,Ballari,7826800812,Bronze,2025-04-22,inactive but purchases seen
PIDINF001694,Venkatesh Khan,Mason,PIDOUT001797,TG,Adilabad,8020657835,Gold,2025-08-31,name in local language in app
PIDINF001695,Bala Naidu,Waterproofing applicator,PIDOUT006192,Andhra Pradesh,Kurnool,7204315414,Inactive,2024-06-12,same mobile as dealer
PIDINF001696,Suresh Gowda,Tile contractor,PIDOUT005410,Tamil Nadu,Cuddalore,9188073792,Gold,,
PIDINF001697,Geetha Kumar,Carpenter,PIDOUT007670,Telangana,Suryapet,9348052362,Gold,2026-03-20,inactive but purchases seen
PIDINF001698,Geetha Patil,Tile contractor,PIDOUT004538,Telangana,Mahbubnagar,7437175577,Inactive,,inactive but purchases seen
PIDINF001699,Deepak Gowda,Carpenter,PIDOUT002918,Karnataka,Raichur,6663749203,Bronze,2024-10-01,same mobile as dealer
PIDINF001700,Irfan Prasad,Painter,PIDOUT005240,Tamil Nadu,Chennai,6941865546,Platinum,,inactive but purchases seen
PIDINF001701,Jagan Reddy,Painter,PIDOUT001058,Tamil Nadu,Tirunelveli,7325201725,Inactive,06/03/2025,same mobile as dealer
PIDINF001702,Jagan Gowda,Waterproofing applicator,PIDOUT005143,Karnataka,Udupi,8898479365,Bronze,01-Jan-26,inactive but purchases seen
PIDINF001703,Revathi Pillai,Carpenter,PIDOUT006713,Karnataka,Shivamogga,7240652657,Gold,10/24/2025,
PIDINF001704,Geetha Gowda,Carpenter,PIDOUT002895,Telangana,Siddipet,9604337689,Silver,2025-02-03,name in local language in app
PIDINF001705,Ganesh Menon,Waterproofing applicator,PIDOUT008368,Tamil Nadu,Hosur,9726750084,Silver,17/07/2024,mapped to old outlet
PIDINF001706,Sowmya Khan,Painter,PIDOUT007324,Telangana,Khammam,7333852267,Platinum,2024-07-16,inactive but purchases seen
PIDINF001707,Venkatesh Menon,Mason,PIDOUT003344,Tamil Nadu,Erode,8884047933,Bronze,,name in local language in app
PIDINF001708,Yusuf Acharya,Waterproofing applicator,PIDOUT000282,KARNATAKA,Kalaburagi,8323111408,Bronze,2024-06-09,
PIDINF001709,Arun Varma,Tile contractor,PIDOUT000338,Tamil Nadu,Trichy,6964763824,Platinum,2025-01-17,same mobile as dealer
PIDINF001710,Sanjay Shetty,Tile contractor,PIDOUT001147,Kerala,Kozhikode,8721752734,Silver,2025-03-15,inactive but purchases seen
PIDINF001711,Sowmya Patil,Painter,PIDOUT007451,Kerala,Kozhikode,7294024825,Gold,2025-11-29,name in local language in app
PIDINF001712,Prakash Prasad,Carpenter,PIDOUT003730,Andhra Pradesh,Visakhapatnam,7858700578,Platinum,2025-04-26,mapped to old outlet
PIDINF001713,Hari Patil,Carpenter,PIDOUT002049,Karnataka,Ballari,9470806349,Silver,2024-10-24,
PIDINF001714,Farida Gowda,Waterproofing applicator,PIDOUT004828,Tamil Nadu,Kanchipuram,9168124268,Gold,,same mobile as dealer
PIDINF001715,Prakash Nair,Carpenter,PIDOUT001500,Karnataka,Tumakuru,7380529635,Platinum,2025-05-18,mapped to old outlet
PIDINF001716,Venkatesh Menon,Carpenter,PIDOUT008826,KA,Tumakuru,8743886973,Bronze,2025-04-28,
PIDINF001717,Senthil Das,Carpenter,PIDOUT000662,Karnataka,Mysuru,7774803196,Inactive,13/07/2025,mapped to old outlet
PIDINF001718,Farida Khan,Mason,PIDOUT004519,ANDHRA,Guntur,7315663130,Silver,2025-12-04,inactive but purchases seen
PIDINF001719,Irfan Kumar,Painter,PIDOUT002000,Karnataka,Udupi,6100059618,Bronze,2025-09-15,same mobile as dealer
PIDINF001720,Farida Pillai,Carpenter,PIDOUT007201,Karnataka,Mysuru,9592689201,Platinum,2025-08-03,mapped to old outlet
PIDINF001721,Ganesh Kumar,Painter,PIDOUT000015,Karnataka,Mysuru,7644454632,Inactive,2024-04-13,mapped to old outlet
PIDINF001722,Sanjay Prasad,Mason,PIDOUT002900,Puducherry,Puducherry,7465156434,Silver,2025-11-21,same mobile as dealer
PIDINF001723,Arun Das,Mason,PIDOUT006948,Karnataka,Mangaluru,9693236144,Silver,,
PIDINF001724,Manoj Babu,Painter,PIDOUT001744,Andhra Pradesh,Kurnool,6398046623,Platinum,2024-07-05,name in local language in app
PIDINF001725,Lokesh Patil,Mason,PIDOUT007839,TG,Khammam,6407855018,Bronze,2025-06-03,mapped to old outlet
PIDINF001726,Deepak Patil,Mason,PIDOUT008132,Tamil Nadu,Kanchipuram,8061703747,Gold,2025-03-11,name in local language in app
PIDINF001727,Kavya Patil,Tile contractor,PIDOUT003292,Karnataka,Raichur,7810225353,Gold,2025-07-09,same mobile as dealer
PIDINF001728,Sanjay Babu,Painter,PIDOUT003009,Karnataka,Tumakuru,9050939068,Silver,,mapped to old outlet
PIDINF001729,Rafiq Naidu,Waterproofing applicator,PIDOUT007209,Telangana,Siddipet,9019358216,Platinum,19-Aug-25,
PIDINF001730,Karthik Das,Waterproofing applicator,PIDOUT008651,Telangana,Nizamabad,8832377131,Gold,19/01/2026,name in local language in app
PIDINF001731,Manoj Kumar,Tile contractor,PIDOUT002425,Kerala,Palakkad,7174084789,Bronze,,inactive but purchases seen
PIDINF001732,Sowmya Kumar,Carpenter,PIDOUT008559,Tamil Nadu,Kanchipuram,7391721239,Gold,2025-04-20,mapped to old outlet
PIDINF001733,Lakshmi Rao,Waterproofing applicator,PIDOUT001280,Telangana,Suryapet,8575910634,Inactive,2024-05-23,name in local language in app
PIDINF001734,Hari Iyer,Carpenter,PIDOUT000479,Andhra Pradesh,Anantapur,,Silver,31/10/2024,inactive but purchases seen
PIDINF001735,Suresh Das,Tile contractor,PIDOUT000433,Andhra Pradesh,Kakinada,8887174431,Silver,2025-07-17,inactive but purchases seen
PIDINF001736,Sowmya Gowda,Tile contractor,PIDOUT000474,Andhra Pradesh,Kadapa,7173251050,Gold,2024-04-17,name in local language in app
PIDINF001737,Karthik Iyer,Painter,PIDOUT005866,Kerala,Kollam,9441432497,Inactive,,name in local language in app
PIDINF001738,Naveen Acharya,Waterproofing applicator,PIDOUT008275,Andhra Pradesh,Tirupati,9357711860,Gold,2026-03-06,same mobile as dealer
PIDINF001739,Senthil Varma,Carpenter,PIDOUT004880,Pondicherry,Puducherry,8506956615,Gold,06-Apr-24,
PIDINF001740,Priya Patil,Painter,PIDOUT008734,Andhra Pradesh,Anantapur,6120958587,Inactive,2024-10-24,same mobile as dealer
PIDINF001741,Ganesh Shetty,Waterproofing applicator,PIDOUT002878,Karnataka,Shivamogga,6782261948,Silver,2026-03-17,same mobile as dealer
PIDINF001742,Meena Das,Mason,PIDOUT004383,TG,Nizamabad,6549771123,Bronze,2025-08-07,same mobile as dealer
PIDINF001743,Yusuf Acharya,Carpenter,PIDOUT002756,Karnataka,Mangaluru,9817683234,Gold,2024-10-28,mapped to old outlet
PIDINF001744,Priya Varma,Tile contractor,PIDOUT001839,Kerala,Alappuzha,8340190106,Platinum,2025-02-16,mapped to old outlet
PIDINF001745,Chandra Kumar,Waterproofing applicator,PIDOUT008074,Andhra Pradesh,Ongole,8851290329,Inactive,27/10/2025,mapped to old outlet
PIDINF001746,Senthil Menon,Waterproofing applicator,PIDOUT001040,Tamil Nadu,Tirunelveli,8314489500,Platinum,2025-10-19,same mobile as dealer
PIDINF001747,Sanjay Iyer,Waterproofing applicator,PIDOUT002284,Tamil Nadu,Tirunelveli,7253269217,Inactive,2024-10-09,name in local language in app
PIDINF001748,Sowmya Menon,Painter,PIDOUT007364,Kerala,Kollam,8445558548,Bronze,2024-05-28,inactive but purchases seen
PIDINF001749,Lokesh Gowda,Waterproofing applicator,PIDOUT001796,Tamil Nadu,Erode,6827684181,Inactive,2025-11-06,
PIDINF001750,Irfan Acharya,Waterproofing applicator,PIDOUT002334,Kerala,Palakkad,8962747457,Platinum,2025-12-11,inactive but purchases seen
PIDINF001751,Meena Naidu,Painter,PIDOUT003320,Telangana,Nalgonda,6817481964,Silver,,inactive but purchases seen
PIDINF001752,Bala Varma,Mason,PIDOUT001780,Tamil Nadu,Thanjavur,9312832463,Gold,2025-01-20,same mobile as dealer
PIDINF001753,Kavya Patil,Tile contractor,PIDOUT000275,Karnataka,Tumakuru,8490118955,Gold,12/20/2025,
PIDINF001754,Anand Prasad,Waterproofing applicator,PIDOUT003621,KA,Mangaluru,6089008585,Bronze,,name in local language in app
PIDINF001755,Rafiq Acharya,Carpenter,PIDOUT007017,Andhra Pradesh,Visakhapatnam,7053681255,Gold,2024-06-28,name in local language in app
PIDINF001756,Bala Shetty,Painter,PIDOUT004162,Andhra Pradesh,Anantapur,6630418592,Bronze,2024-07-09,same mobile as dealer
PIDINF001757,Rafiq Acharya,Painter,PIDOUT000187,Andhra Pradesh,Kurnool,9652777694,Gold,2026-03-27,same mobile as dealer
PIDINF001758,Revathi Babu,Waterproofing applicator,PIDOUT007242,KL,Thrissur,8686495999,Bronze,,mapped to old outlet
PIDINF001759,Rafiq Iyer,Mason,PIDOUT000865,Andhra Pradesh,Kadapa,6978372030,Bronze,31/03/2026,name in local language in app
PIDINF001760,Karthik Menon,Waterproofing applicator,PIDOUT007393,Telangana,Suryapet,6200789309,Gold,2025-09-29,inactive but purchases seen
PIDINF001761,Meena Rao,Tile contractor,PIDOUT003370,Tamil Nadu,Chennai,7741339292,Gold,2025-10-17,
PIDINF001762,Karthik Naidu,Mason,PIDOUT001439,Tamil Nadu,Thanjavur,6542402261,Bronze,2025-03-12,mapped to old outlet
PIDINF001763,Lokesh Acharya,Carpenter,PIDOUT001932,Tamil Nadu,Trichy,7405661048,Bronze,2024-11-27,
PIDINF001764,Karthik Shetty,Waterproofing applicator,PIDOUT000581,AP,Kurnool,8536887176,Silver,2024-04-29,inactive but purchases seen
PIDINF001765,Arun Rao,Mason,PIDOUT007689,Andhra Pradesh,Tirupati,9205738788,Inactive,2024-06-17,mapped to old outlet
PIDINF001766,Ganesh Acharya,Painter,PIDOUT008846,Kerala,Thrissur,9053156520,Bronze,09-Apr-24,inactive but purchases seen
PIDINF001767,Prakash Varma,Mason,PIDOUT005431,Andhra Pradesh,Rajahmundry,8808900448,Inactive,08/12/2025,mapped to old outlet
PIDINF001768,Lokesh Gowda,Tile contractor,PIDOUT006145,Tamil Nadu,Trichy,9657938219,Inactive,2025-12-03,
PIDINF001769,Suresh Menon,Waterproofing applicator,PIDOUT001763,Telangana,Nizamabad,8708448667,Silver,22/09/2025,name in local language in app
PIDINF001770,Kavya Gowda,Carpenter,PIDOUT008926,Karnataka,Hubballi,8368531667,Inactive,24-Jun-24,inactive but purchases seen
PIDINF001771,Hari Acharya,Carpenter,PIDOUT004282,Andhra Pradesh,Guntur,9240633632,Bronze,2025-02-25,mapped to old outlet
PIDINF001772,Farida Reddy,Mason,PIDOUT000458,Karnataka,Ballari,8720942505,Platinum,2025-03-08,mapped to old outlet
PIDINF001773,Karthik Reddy,Waterproofing applicator,PIDOUT002612,Andhra Pradesh,Rajahmundry,7334233886,Platinum,07/10/2024,name in local language in app
PIDINF001774,Senthil Rao,Carpenter,PIDOUT001685,Tamil Nadu,Salem,9729388524,Inactive,2024-12-10,same mobile as dealer
PIDINF001775,Irfan Kumar,Tile contractor,PIDOUT008222,Karnataka,Bengaluru,7822832380,Platinum,2025-02-20,
PIDINF001776,Manoj Reddy,Waterproofing applicator,PIDOUT001257,Andhra Pradesh,Vijayawada,6242878575,Inactive,07/24/2025,inactive but purchases seen
PIDINF001777,Ganesh Das,Mason,PIDOUT007020,Karnataka,Shivamogga,6437049045,Gold,2024-09-24,same mobile as dealer
PIDINF001778,Jagan Babu,Mason,PIDOUT002645,A.P.,Rajahmundry,7224557860,Platinum,2025-11-18,
PIDINF001779,Sowmya Das,Mason,PIDOUT005965,Karnataka,Raichur,9783538010,Bronze,2024-06-23,same mobile as dealer
PIDINF001780,Sowmya Joseph,Carpenter,PIDOUT008884,Kerala,Thrissur,7320937169,Bronze,2025-12-31,same mobile as dealer
PIDINF001781,Prakash Khan,Carpenter,PIDOUT001906,Tamil Nadu,Erode,8986870968,Inactive,2025-03-09,same mobile as dealer
PIDINF001782,Naveen Khan,Tile contractor,PIDOUT004100,Andhra Pradesh,Anantapur,8769554158,Gold,2024-07-10,name in local language in app
PIDINF001783,Lakshmi Shetty,Waterproofing applicator,PIDOUT006033,Telangana,Nalgonda,9137197521,Gold,,mapped to old outlet
PIDINF001784,Venkatesh Nair,Carpenter,PIDOUT006318,Telangana,Warangal,8699065479,Gold,2025-08-04,name in local language in app
PIDINF001785,Geetha Khan,Carpenter,PIDOUT004276,Telangana,Karimnagar,9999999999,Gold,,inactive but purchases seen
PIDINF001786,Senthil Reddy,Carpenter,PIDOUT006353,Telangana,Nizamabad,9907552910,Gold,2024-07-15,inactive but purchases seen
PIDINF001787,Chandra Das,Mason,PIDOUT004625,Tamil Nadu,Vellore,0,Gold,09/06/2024,name in local language in app
PIDINF001788,Rafiq Joseph,Painter,PIDOUT004614,Andhra Pradesh,Visakhapatnam,6468064492,Inactive,2024-10-29,mapped to old outlet
PIDINF001789,Senthil Joseph,Tile contractor,PIDOUT005166,Puducherry,Puducherry,8707249984,Bronze,,same mobile as dealer
PIDINF001790,Chandra Rao,Waterproofing applicator,PIDOUT007349,Karnataka,Bengaluru,6948592075,Bronze,24/05/2024,
PIDINF001791,Lakshmi Prasad,Waterproofing applicator,PIDOUT007843,Karnataka,Bengaluru,9725835556,Platinum,2025-01-03,
PIDINF001792,Sowmya Menon,Painter,PIDOUT000733,Puducherry,Puducherry,8084154588,Platinum,2024-08-05,inactive but purchases seen
PIDINF001793,Manoj Iyer,Mason,PIDOUT006871,Telangana,Mahbubnagar,8108931500,Platinum,2024-07-25,name in local language in app
PIDINF001794,Lakshmi Pillai,Painter,PIDOUT002312,TAMILNADU,Vellore,7718306722,Inactive,06/07/2025,mapped to old outlet
PIDINF001795,Anand Reddy,Mason,PIDOUT001267,Tamil Nadu,Chennai,9139564117,Bronze,2024-05-12,same mobile as dealer
PIDINF001796,Geetha Varma,Tile contractor,PIDOUT005921,Karnataka,Davanagere,7958203115,Gold,2024-08-07,mapped to old outlet
PIDINF001797,Lakshmi Menon,Tile contractor,PIDOUT001443,Kerala,Kollam,8583963928,Gold,2024-12-15,same mobile as dealer
PIDINF001798,Bala Reddy,Mason,PIDOUT000250,Andhra Pradesh,Anantapur,6029968466,Silver,21/09/2025,name in local language in app
PIDINF001799,Lakshmi Pillai,Mason,PIDOUT001274,Tamil Nadu,Coimbatore,7890688404,Inactive,,inactive but purchases seen
PIDINF001800,Bala Nair,Carpenter,PIDOUT002610,Karnataka,Tumakuru,8102587234,Silver,2026-01-31,inactive but purchases seen
PIDINF001801,Yusuf Prasad,Waterproofing applicator,PIDOUT005284,Andhra Pradesh,Vijayawada,6120106982,Bronze,2025-01-25,inactive but purchases seen
PIDINF001802,Yusuf Naidu,Carpenter,PIDOUT001128,Andhra Pradesh,Anantapur,7481818626,Inactive,2024-12-22,
PIDINF001803,Kavya Rao,Tile contractor,PIDOUT008295,Telangana,Karimnagar,9878887407,Gold,,mapped to old outlet
PIDINF001804,Revathi Joseph,Painter,PIDOUT005029,Andhra Pradesh,Kakinada,8313348691,Platinum,10/08/2025,mapped to old outlet
PIDINF001805,Venkatesh Joseph,Painter,PIDOUT007451,Karnataka,Shivamogga,6204762642,Platinum,2024-11-11,
PIDINF001806,Ganesh Iyer,Tile contractor,PIDOUT005798,ANDHRA,Guntur,8331300738,Platinum,16/07/2024,
PIDINF001807,Chandra Acharya,Painter,PIDOUT003602,Karnataka,Ballari,6436002468,Bronze,2025-01-21,mapped to old outlet
PIDINF001808,Priya Rao,Painter,PIDOUT006504,Andhra Pradesh,Guntur,8797506538,Silver,25-Oct-25,same mobile as dealer
PIDINF001809,Rafiq Acharya,Tile contractor,PIDOUT008892,Karnataka,Davanagere,9677045342,Platinum,2024-04-18,same mobile as dealer
PIDINF001810,Sowmya Patil,Painter,PIDOUT005270,Tamil Nadu,Hosur,7183889238,Bronze,2025-07-26,same mobile as dealer
PIDINF001811,Ganesh Menon,Mason,PIDOUT000728,Andhra Pradesh,Rajahmundry,8107482522,Gold,03/02/2026,same mobile as dealer
PIDINF001812,Kavya Acharya,Waterproofing applicator,PIDOUT003587,Tamil Nadu,Hosur,9586299886,Platinum,2026-01-15,mapped to old outlet
PIDINF001813,Senthil Kumar,Mason,PIDOUT004619,Telangana,Warangal,8990188571,Silver,2024-09-30,
PIDINF001814,Rafiq Varma,Painter,PIDOUT000837,Puducherry,Puducherry,8092832158,Inactive,2025-05-15,name in local language in app
PIDINF001815,Arun Iyer,Waterproofing applicator,PIDOUT005792,Karnataka,Hubballi,8053962004,Bronze,2025-12-19,same mobile as dealer
PIDINF001816,Priya Shetty,Mason,PIDOUT007344,TG,Warangal,7886331309,Gold,2024-12-06,name in local language in app
PIDINF001817,Naveen Gowda,Tile contractor,PIDOUT007897,Andhra Pradesh,Kadapa,8497154896,Gold,2025-04-28,name in local language in app
PIDINF001818,Venkatesh Babu,Tile contractor,PIDOUT000508,Karnataka,Tumakuru,7759395937,Bronze,,same mobile as dealer
PIDINF001819,Manoj Das,Mason,PIDOUT002625,Andhra Pradesh,Rajahmundry,6836097416,Bronze,2024-10-26,inactive but purchases seen
PIDINF001820,Rafiq Pillai,Painter,PIDOUT007180,Andhra Pradesh,Visakhapatnam,8889911514,Silver,30/01/2026,same mobile as dealer
PIDINF001821,Rafiq Pillai,Waterproofing applicator,PIDOUT000653,Karnataka,Shivamogga,8254970120,Inactive,2024-07-02,inactive but purchases seen
PIDINF001822,Prakash Shetty,Waterproofing applicator,PIDOUT005145,Andhra Pradesh,Anantapur,8712291260,Bronze,,
PIDINF001823,Chandra Rao,Carpenter,PIDOUT001342,Karnataka,Tumakuru,8870617527,Bronze,,inactive but purchases seen
PIDINF001824,Anand Khan,Mason,PIDOUT004974,Tamil Nadu,Coimbatore,6040294259,Gold,2024-07-22,same mobile as dealer
PIDINF001825,Jagan Iyer,Tile contractor,PIDOUT002968,Telangana,Suryapet,6838364059,Platinum,,inactive but purchases seen
PIDINF001826,Kavya Menon,Painter,PIDOUT002166,Karnataka,Bengaluru,7409262175,Inactive,2026-03-25,same mobile as dealer
PIDINF001827,Geetha Pillai,Carpenter,PIDOUT001898,Telangana,Mahbubnagar,8357757670,Platinum,2025-01-25,inactive but purchases seen
PIDINF001828,Revathi Gowda,Painter,PIDOUT002740,Telangana,Karimnagar,0,Inactive,27-Aug-25,same mobile as dealer
PIDINF001829,Yusuf Naidu,Tile contractor,PIDOUT006697,Karnataka,Mysuru,9184956007,Bronze,2025-07-01,name in local language in app
PIDINF001830,Naveen Patil,Tile contractor,PIDOUT001844,Andhra Pradesh,Rajahmundry,9418757365,Platinum,,
PIDINF001831,Ganesh Nair,Carpenter,PIDOUT006242,Andhra Pradesh,Rajahmundry,6614169723,Silver,2025-11-18,inactive but purchases seen
PIDINF001832,Naveen Varma,Mason,PIDOUT000298,Tamil Nadu,Coimbatore,8220903997,Silver,,mapped to old outlet
PIDINF001833,Chandra Reddy,Waterproofing applicator,PIDOUT006187,Karnataka,Raichur,7002316161,Gold,,mapped to old outlet
PIDINF001834,Kavya Iyer,Waterproofing applicator,PIDOUT003687,KA,Shivamogga,8225039443,Silver,2025-08-13,name in local language in app
PIDINF001835,Karthik Iyer,Painter,PIDOUT005310,Kerala,Thiruvananthapuram,9314849897,Silver,2024-05-02,same mobile as dealer
PIDINF001836,Chandra Khan,Mason,PIDOUT004594,Kerala,Thrissur,6122022208,Bronze,2025-06-12,same mobile as dealer
PIDINF001837,Karthik Naidu,Tile contractor,PIDOUT008608,Tamilnadu,Vellore,6552093599,Silver,2025-01-06,inactive but purchases seen
PIDINF001838,Meena Kumar,Waterproofing applicator,PIDOUT007007,Andhra Pradesh,Rajahmundry,7632145117,Silver,27/11/2024,inactive but purchases seen
PIDINF001839,Sanjay Rao,Carpenter,PIDOUT004309,Andhra Pradesh,Anantapur,7844293117,Inactive,2025-09-12,name in local language in app
PIDINF001840,Ganesh Naidu,Waterproofing applicator,PIDOUT006913,Karnataka,Udupi,8697484210,Gold,2025-12-04,inactive but purchases seen
PIDINF001841,Suresh Gowda,Painter,PIDOUT008269,Telangana,Nizamabad,9818847559,Bronze,,
PIDINF001842,Jagan Nair,Carpenter,PIDOUT000023,Tamil Nadu,Vellore,6687369934,Platinum,2024-05-05,name in local language in app
PIDINF001843,Anand Prasad,Carpenter,PIDOUT005180,Tamil Nadu,Vellore,8755040284,Silver,28-Jul-25,mapped to old outlet
PIDINF001844,Ganesh Babu,Tile contractor,PIDOUT003665,Tamil Nadu,Erode,7981990917,Inactive,2025-08-01,mapped to old outlet
PIDINF001845,Suresh Joseph,Tile contractor,PIDOUT008696,AP,Rajahmundry,9383135597,Platinum,02-Jun-24,
PIDINF001846,Ganesh Gowda,Tile contractor,PIDOUT000675,TG,Nalgonda,8376765252,Inactive,2025-10-14,inactive but purchases seen
PIDINF001847,Prakash Naidu,Mason,PIDOUT008852,Telangana,Karimnagar,6024348254,Platinum,2025-01-26,same mobile as dealer
PIDINF001848,Venkatesh Patil,Mason,PIDOUT005675,Karnataka,Raichur,6613745253,Bronze,08/11/2025,
PIDINF001849,Jagan Patil,Waterproofing applicator,PIDOUT001398,Tamil Nadu,Kanchipuram,9224514417,Silver,09-Nov-25,mapped to old outlet
PIDINF001850,Naveen Khan,Painter,PIDOUT008982,Tamil Nadu,Thanjavur,8624045178,Silver,2024-09-07,
PIDINF001851,Ganesh Prasad,Carpenter,PIDOUT002889,Andhra Pradesh,Kurnool,6961504104,Inactive,2024-07-29,inactive but purchases seen
PIDINF001852,Deepak Acharya,Carpenter,PIDOUT000098,Telangana,Siddipet,8043315901,Platinum,24/08/2024,mapped to old outlet
PIDINF001853,Sanjay Prasad,Carpenter,PIDOUT007777,Telangana,Adilabad,8428261483,Bronze,2025-04-11,mapped to old outlet
PIDINF001854,Meena Patil,Tile contractor,PIDOUT004986,Tamil Nadu,Coimbatore,7274371711,Gold,09/14/2024,inactive but purchases seen
PIDINF001855,Bala Patil,Mason,PIDOUT005203,Tamilnadu,Salem,7905955113,Gold,2025-04-07,same mobile as dealer
PIDINF001856,Naveen Nair,Painter,PIDOUT001435,Tamil Nadu,Trichy,9424435997,Inactive,12/01/2026,same mobile as dealer
PIDINF001857,Lokesh Shetty,Waterproofing applicator,PIDOUT007434,ANDHRA,Ongole,6409355308,Inactive,2025-08-08,name in local language in app
PIDINF001858,Sanjay Gowda,Tile contractor,PIDOUT003329,Andhra Pradesh,Ongole,6575003226,Silver,2025-03-02,name in local language in app
