farmer_id,farmer_name,mapped_store_id,mapped_dealer_id,state,district,village,mobile,primary_crop,acreage,irrigation,data_quality_note
CORFRM0010027,Kavya Kumar,CORSTR00605,CORDLR001442,Karnataka,Ballari,Rampur,6091931721,Groundnut,6.17,canal,same mobile in family
CORFRM0010028,Deepak Babu,CORSTR00992,CORDLR000160,Karnataka,Dakshina Kannada,Rampur,8897975864,Maize,0.67,borewell,same mobile in family
CORFRM0010029,Arun Shetty,CORSTR00164,,Telangana,Suryapet,Halli,8352380101,Maize,18.94,canal,mapped to nearest store
CORFRM0010030,Meena Naidu,CORSTR00788,CORDLR000536,Andhra Pradesh,Guntur,Rampur,9916003658,Turmeric,26.14,rainfed,crop not updated
CORFRM0010031,Manoj Gowda,CORSTR00428,CORDLR001940,Andhra Pradesh,Kadapa,Kottapalli,9826533339,Vegetables,4.4,unknown,crop not updated
CORFRM0010032,Sanjay Acharya,CORSTR01001,,Andhra Pradesh,Krishna,Palem,,Turmeric,26.1,unknown,village spelling mismatch
CORFRM0010033,Priya Kumar,CORSTR00879,,Andhra Pradesh,East Godavari,Rampur,9698816740,Paddy,21.8,rainfed,mapped to nearest store
CORFRM0010034,Rafiq Joseph,CORSTR00342,,Karnataka,Tumakuru,Cheruvu,9173106231,Sugarcane,23.67,canal,crop not updated
CORFRM0010035,Bala Iyer,CORSTR00870,,Andhra Pradesh,Krishna,Kottapalli,8160201301,Cotton,34.27,drip,village spelling mismatch
CORFRM0010036,Deepak Iyer,CORSTR00470,CORDLR000667,Andhra Pradesh,East Godavari,Palem,7544189636,Paddy,1.27,unknown,village spelling mismatch
CORFRM0010037,Geetha Gowda,CORSTR00380,CORDLR001394,Andhra Pradesh,Kurnool,Palem,9715976138,Maize,19.29,unknown,mapped to nearest store
CORFRM0010038,Revathi Acharya,CORSTR00353,CORDLR002966,Karnataka,Mysuru,Pudur,7884261427,Vegetables,17.89,rainfed,crop not updated
CORFRM0010039,Karthik Iyer,CORSTR00321,,Andhra Pradesh,Kakinada,Cheruvu,6538307852,Mango,33.58,borewell,same mobile in family
CORFRM0010040,Irfan Das,CORSTR00549,CORDLR000764,Andhra Pradesh,Kadapa,Cheruvu,8219627813,Cotton,7.23,canal,village spelling mismatch
CORFRM0010041,Arun Nair,CORSTR00022,,Karnataka,Shivamogga,Halli,8337108222,Maize,23.43,borewell,same mobile in family
CORFRM0010042,Deepak Acharya,CORSTR00479,,Karnataka,Belagavi,Rampur,8818519261,Chilli,8.8,canal,same mobile in family
CORFRM0010043,Arun Varma,CORSTR00244,CORDLR000254,TELANGANA,Nizamabad,Halli,7252240981,Banana,28.06,rainfed,
CORFRM0010044,Ganesh Varma,CORSTR00464,CORDLR001508,Andhra Pradesh,Tirupati,Halli,8684321241,Chilli,24.94,canal,mapped to nearest store
CORFRM0010045,Sanjay Varma,CORSTR00048,,Andhra Pradesh,Anantapur,Kottapalli,8329645033,Banana,10.32,rainfed,mapped to nearest store
CORFRM0010046,Farida Rao,CORSTR00911,,Andhra Pradesh,Krishna,Palem,8611645213,Sugarcane,8.72,rainfed,mapped to nearest store
CORFRM0010047,Prakash Acharya,CORSTR00896,CORDLR001932,Karnataka,Raichur,Melur,8678728035,Groundnut,13.37,rainfed,mapped to nearest store
CORFRM0010048,Jagan Das,CORSTR00946,CORDLR001010,Telangana,Warangal,Rampur,6619265589,Sugarcane,33.62,drip,crop not updated
CORFRM0010049,Lokesh Joseph,CORSTR00773,,Andhra Pradesh,Kurnool,Rampur,6012798576,Groundnut,27.7,drip,village spelling mismatch
CORFRM0010050,Manoj Nair,CORSTR00508,CORDLR000148,Telangana,Warangal,Melur,9917572571,Paddy,27.77,rainfed,crop not updated
CORFRM0010051,Jagan Naidu,CORSTR00689,,Karnataka,Shivamogga,Kottapalli,9999999999,Cotton,21.32,canal,mapped to nearest store
CORFRM0010052,Lakshmi Pillai,CORSTR00671,CORDLR000849,Andhra Pradesh,Kurnool,Kurnool Rural,8302454916,Mango,23.58,rainfed,mapped to nearest store
CORFRM0010053,Hari Rao,CORSTR01012,,Karnataka,Shivamogga,Pudur,7608802929,Maize,3.57,drip,
CORFRM0010054,Revathi Rao,CORSTR00793,,Karnataka,Raichur,Palem,6695902324,Vegetables,5.16,rainfed,crop not updated
CORFRM0010055,Yusuf Das,CORSTR01020,CORDLR000484,Telangana,Khammam,Pudur,8180642908,Paddy,19.3,borewell,mapped to nearest store
CORFRM0010056,Chandra Kumar,CORSTR00749,,Andhra Pradesh,East Godavari,Cheruvu,8971433854,Turmeric,27.38,borewell,same mobile in family
CORFRM0010057,Chandra Das,CORSTR01107,CORDLR002939,TG,Mahbubnagar,Mahbubnagar Rural,7501450215,Groundnut,3.66,rainfed,crop not updated
CORFRM0010058,Lakshmi Khan,CORSTR00636,CORDLR001698,Andhra Pradesh,East Godavari,Melur,8952137355,Coconut,29.64,rainfed,village spelling mismatch
CORFRM0010059,Farida Pillai,CORSTR00850,,TELANGANA,Adilabad,Pudur,7493567510,Groundnut,29.78,rainfed,
CORFRM0010060,Karthik Prasad,CORSTR00376,CORDLR001950,Karnataka,Shivamogga,Palem,9999999999,Cotton,9.48,rainfed,same mobile in family
CORFRM0010061,Irfan Joseph,CORSTR00207,,Andhra Pradesh,Visakhapatnam,Halli,9999999999,Banana,17.41,rainfed,crop not updated
CORFRM0010062,Lokesh Pillai,CORSTR00217,CORDLR002209,KA,Ballari,Kottapalli,6186751814,Paddy,13.54,rainfed,same mobile in family
CORFRM0010063,Manoj Prasad,CORSTR01099,CORDLR000954,Telangana,Suryapet,Suryapet Rural,7029743214,Coconut,1.49,borewell,village spelling mismatch
CORFRM0010064,Prakash Varma,CORSTR00639,CORDLR000506,Andhra Pradesh,Tirupati,Cheruvu,7050175085,Turmeric,10.38,rainfed,village spelling mismatch
CORFRM0010065,Meena Kumar,CORSTR00064,CORDLR001789,Karnataka,Davanagere,Pudur,7317309706,Sugarcane,20.28,canal,crop not updated
CORFRM0010066,Suresh Prasad,CORSTR00797,,Andhra Pradesh,Tirupati,Cheruvu,6940717644,Mango,11.33,unknown,village spelling mismatch
CORFRM0010067,Farida Pillai,CORSTR00169,CORDLR000001,Telangana,Nizamabad,Palem,7630040339,Maize,9.11,rainfed,village spelling mismatch
CORFRM0010068,Sowmya Khan,CORSTR00414,,TS,Suryapet,Halli,9760992769,Coconut,1.56,borewell,village spelling mismatch
CORFRM0010069,Jagan Gowda,CORSTR01089,,Telangana,Warangal,Melur,8043479174,Turmeric,15.19,canal,
CORFRM0010070,Jagan Kumar,CORSTR00625,CORDLR000498,ANDHRA,Tirupati,Palem,7273317679,Coconut,22.08,borewell,mapped to nearest store
CORFRM0010071,Prakash Das,CORSTR00136,CORDLR001689,Karnataka,Shivamogga,Shivamogga Rural,7512777242,Coconut,28.22,borewell,
CORFRM0010072,Irfan Patil,CORSTR01135,,Andhra Pradesh,Nellore,Pudur,7064730762,Sugarcane,21.43,rainfed,same mobile in family
CORFRM0010073,Lakshmi Babu,CORSTR00834,CORDLR000119,AP,Tirupati,Melur,8827264706,Coconut,28.66,canal,same mobile in family
CORFRM0010074,Karthik Iyer,CORSTR01031,,TG,Hyderabad,Palem,9427410006,Maize,15.89,drip,
CORFRM0010075,Deepak Reddy,CORSTR00751,,A.P.,Visakhapatnam,Melur,6095546444,Banana,0.86,canal,same mobile in family
CORFRM0010076,Kavya Varma,CORSTR00010,,Andhra Pradesh,East Godavari,Cheruvu,7259446178,Banana,33.11,drip,same mobile in family
CORFRM0010077,Deepak Das,CORSTR00742,CORDLR002706,ANDHRA,Tirupati,Palem,9098950310,Coconut,12.78,rainfed,same mobile in family
CORFRM0010078,Bala Kumar,CORSTR00284,CORDLR002545,Karnataka,Shivamogga,Rampur,7434492232,Cotton,5.73,rainfed,village spelling mismatch
CORFRM0010079,Sowmya Gowda,CORSTR01145,,Andhra Pradesh,Visakhapatnam,Rampur,6484125530,Sugarcane,26.27,unknown,crop not updated
CORFRM0010080,Bala Naidu,CORSTR00244,,Karnataka,Davanagere,Melur,9937546624,Coconut,34.84,rainfed,village spelling mismatch
CORFRM0010081,Sanjay Nair,CORSTR00403,,Telangana,Nizamabad,Halli,6882521053,Banana,13.36,unknown,crop not updated
CORFRM0010082,Naveen Naidu,CORSTR00819,,Telangana,Karimnagar,Halli,9650804819,Banana,32.99,drip,
CORFRM0010083,Hari Das,CORSTR00617,,TS,Adilabad,Kottapalli,7521185026,Banana,28.52,unknown,
CORFRM0010084,Lokesh Gowda,CORSTR00812,CORDLR001763,ANDHRA,Tirupati,Palem,8070737777,Mango,11.03,drip,same mobile in family
CORFRM0010085,Suresh Rao,CORSTR00048,,Karnataka,Belagavi,Pudur,7139518115,Sugarcane,23.67,rainfed,crop not updated
CORFRM0010086,Ganesh Reddy,CORSTR00227,,Andhra Pradesh,Visakhapatnam,Halli,9058977754,Chilli,16.36,borewell,crop not updated
CORFRM0010087,Kavya Menon,CORSTR00332,CORDLR001349,Tamil Nadu,Tiruchirappalli,Halli,9130556491,Maize,20.5,borewell,crop not updated
CORFRM0010088,Ganesh Das,CORSTR00515,,Telangana,Suryapet,Halli,9817717356,Maize,20.54,drip,village spelling mismatch
CORFRM0010089,Revathi Reddy,CORSTR00387,CORDLR002194,AP,Guntur,Kottapalli,6782177485,Groundnut,21.61,drip,mapped to nearest store
CORFRM0010090,Sowmya Shetty,CORSTR00892,CORDLR001308,Telangana,Nalgonda,Melur,7894612389,Cotton,23.52,canal,crop not updated
CORFRM0010091,Geetha Nair,CORSTR00747,,Andhra Pradesh,East Godavari,Kottapalli,8460723517,Sugarcane,0.6,unknown,same mobile in family
CORFRM0010092,Hari Acharya,CORSTR00601,,Telangana,Karimnagar,Pudur,6374296787,Vegetables,9.26,borewell,
CORFRM0010093,Venkatesh Gowda,CORSTR00786,,Telangana,Mahbubnagar,Mahbubnagar Rural,9280527868,Cotton,13.99,drip,
CORFRM0010094,Venkatesh Iyer,CORSTR00803,CORDLR001034,Andhra Pradesh,Nellore,Rampur,6053523857,Paddy,11.11,rainfed,mapped to nearest store
CORFRM0010095,Irfan Shetty,CORSTR00825,,Andhra Pradesh,East Godavari,Melur,6905095622,Cotton,16.81,rainfed,crop not updated
CORFRM0010096,Farida Varma,CORSTR01048,,Karnataka,Raichur,Kottapalli,9742049025,Chilli,31.26,rainfed,same mobile in family
CORFRM0010097,Irfan Joseph,CORSTR00296,,Telangana,Suryapet,Cheruvu,7756880506,Paddy,18.29,drip,mapped to nearest store
CORFRM0010098,Priya Patil,CORSTR00726,,Karnataka,Kalaburagi,Rampur,7372220265,Coconut,30.78,borewell,crop not updated
CORFRM0010099,Irfan Gowda,CORSTR00665,,A.P.,Kurnool,Kottapalli,6508188788,Maize,12.16,drip,crop not updated
CORFRM0010100,Prakash Shetty,CORSTR01078,,Karnataka,Tumakuru,Palem,9430308980,Chilli,12.82,canal,mapped to nearest store
CORFRM0010101,Farida Gowda,CORSTR01052,CORDLR000470,KARNATAKA,Tumakuru,Rampur,8121338801,Paddy,3.42,canal,same mobile in family
CORFRM0010102,Naveen Rao,CORSTR00038,,Telangana,Khammam,Halli,9491629154,Groundnut,20.88,borewell,same mobile in family
CORFRM0010103,Bala Khan,CORSTR00309,CORDLR000102,Andhra Pradesh,Kakinada,Halli,6073835021,Turmeric,22.44,unknown,same mobile in family
CORFRM0010104,Manoj Iyer,CORSTR00405,,Karnataka,Udupi,Pudur,6896047476,Maize,33.32,unknown,crop not updated
CORFRM0010105,Kavya Nair,CORSTR00565,,Karnataka,Mysuru,Rampur,8250264694,Chilli,16.52,drip,mapped to nearest store
CORFRM0010106,Lakshmi Patil,CORSTR00789,CORDLR000364,Telangana,Karimnagar,Pudur,7866144838,Chilli,1.78,borewell,crop not updated
CORFRM0010107,Sanjay Rao,CORSTR00137,,TS,Adilabad,Halli,8618079922,Banana,2.65,borewell,same mobile in family
CORFRM0010108,Senthil Naidu,CORSTR00588,CORDLR002757,Karnataka,Belagavi,Cheruvu,6247251206,Mango,31.6,borewell,
CORFRM0010109,Irfan Khan,CORSTR00051,CORDLR002910,Andhra Pradesh,Prakasam,Halli,8296614285,Groundnut,4.51,unknown,village spelling mismatch
CORFRM0010110,Kavya Rao,CORSTR00651,CORDLR002149,Telangana,Warangal,Pudur,7777200819,Groundnut,12.68,rainfed,
CORFRM0010111,Prakash Nair,CORSTR01036,,Andhra Pradesh,Nellore,Cheruvu,7025174025,Maize,15.75,unknown,
CORFRM0010112,Manoj Nair,CORSTR00572,,TS,Warangal,Halli,9939160818,Banana,30.94,rainfed,crop not updated
CORFRM0010113,Manoj Prasad,CORSTR00011,,Andhra Pradesh,Anantapur,Cheruvu,7720130790,Vegetables,30.17,drip,crop not updated
CORFRM0010114,Bala Gowda,CORSTR00312,CORDLR001720,Andhra Pradesh,East Godavari,Halli,7068141685,Banana,31.61,unknown,
CORFRM0010115,Priya Pillai,CORSTR00640,,A.P.,Anantapur,Cheruvu,6953946992,Mango,6.92,borewell,village spelling mismatch
CORFRM0010116,Farida Kumar,CORSTR00222,CORDLR002546,Karnataka,Bengaluru Urban,Pudur,8783482008,Coconut,19.88,borewell,village spelling mismatch
CORFRM0010117,Revathi Naidu,CORSTR00993,CORDLR000835,Karnataka,Raichur,Pudur,7697141872,Chilli,28.82,borewell,crop not updated
CORFRM0010118,Venkatesh Shetty,CORSTR00567,CORDLR001754,Andhra Pradesh,East Godavari,Palem,8175235960,Turmeric,7.53,drip,village spelling mismatch
CORFRM0010119,Jagan Joseph,CORSTR00875,CORDLR002827,Andhra Pradesh,Guntur,Rampur,8286463195,Turmeric,22.46,canal,village spelling mismatch
CORFRM0010120,Bala Acharya,CORSTR00780,CORDLR001580,Karnataka,Shivamogga,Rampur,6545080435,Chilli,3.78,borewell,
CORFRM0010121,Geetha Patil,CORSTR00869,,Telangana,Adilabad,Rampur,8735904600,Coconut,10.05,rainfed,village spelling mismatch
CORFRM0010122,Karthik Gowda,CORSTR00830,,Andhra Pradesh,Tirupati,Cheruvu,7850104444,Mango,25.57,canal,same mobile in family
CORFRM0010123,Irfan Menon,CORSTR01003,,Telangana,Adilabad,Palem,NA,Maize,12.87,unknown,same mobile in family
CORFRM0010124,Bala Varma,CORSTR00196,,Telangana,Siddipet,Halli,9107753082,Maize,34.53,unknown,
CORFRM0010125,Manoj Pillai,CORSTR00091,,Andhra Pradesh,Nellore,Halli,8731268485,Coconut,17.03,borewell,
CORFRM0010126,Suresh Gowda,CORSTR00311,,Telangana,Nalgonda,Palem,8928374072,Mango,27.15,drip,
CORFRM0010127,Naveen Shetty,CORSTR00407,,Andhra Pradesh,Kurnool,Halli,8326316498,Cotton,25.44,canal,mapped to nearest store
CORFRM0010128,Rafiq Das,CORSTR00848,,Karnataka,Bengaluru Urban,Halli,NA,Sugarcane,18.55,canal,village spelling mismatch
CORFRM0010129,Revathi Shetty,CORSTR00266,,Andhra Pradesh,Kurnool,Pudur,6957013731,Vegetables,22.41,drip,crop not updated
CORFRM0010130,Anand Shetty,CORSTR00236,CORDLR000433,Andhra Pradesh,Nellore,Kottapalli,7343975831,Cotton,24.5,borewell,
CORFRM0010131,Suresh Patil,CORSTR00481,,Andhra Pradesh,Kurnool,Kurnool Rural,7651999048,Vegetables,12.44,rainfed,mapped to nearest store
CORFRM0010132,Farida Shetty,CORSTR00905,CORDLR000874,Karnataka,Kalaburagi,Melur,8934418813,Banana,14.12,rainfed,same mobile in family
CORFRM0010133,Suresh Naidu,CORSTR01082,,Telangana,Karimnagar,Melur,9071572087,Groundnut,6.02,drip,mapped to nearest store
CORFRM0010134,Geetha Joseph,CORSTR01057,CORDLR001355,Karnataka,Udupi,Kottapalli,8747869832,Maize,28.51,canal,village spelling mismatch
CORFRM0010135,Geetha Khan,CORSTR00916,,Andhra Pradesh,Visakhapatnam,Melur,9825137080,Maize,21.7,unknown,mapped to nearest store
CORFRM0010136,Karthik Babu,CORSTR00056,,Karnataka,Davanagere,Cheruvu,6056644280,Sugarcane,34.35,canal,crop not updated
CORFRM0010137,Senthil Varma,CORSTR00493,,Telangana,Khammam,Kottapalli,6414290447,Vegetables,14.65,borewell,
CORFRM0010138,Arun Pillai,CORSTR01146,,Telangana,Nizamabad,Nizamabad Rural,8505901529,Paddy,1.97,drip,
CORFRM0010139,Arun Joseph,CORSTR00142,,AP,East Godavari,Rajahmundry Rural,7041967289,Turmeric,19.36,drip,mapped to nearest store
CORFRM0010140,Deepak Khan,CORSTR00295,,Andhra Pradesh,Guntur,Melur,7818046340,Maize,19.78,borewell,village spelling mismatch
CORFRM0010141,Rafiq Kumar,CORSTR00714,CORDLR000373,Karnataka,Ballari,Pudur,8663662282,Chilli,15.8,drip,village spelling mismatch
CORFRM0010142,Jagan Shetty,CORSTR00020,CORDLR000443,Tamil Nadu,Coimbatore,Melur,7301835992,Chilli,8.3,rainfed,mapped to nearest store
CORFRM0010143,Sowmya Das,CORSTR00882,,Telangana,Khammam,Palem,7573815277,Coconut,19.19,canal,
CORFRM0010144,Suresh Acharya,CORSTR00061,,A.P.,Prakasam,Kottapalli,6194823898,Coconut,12.61,unknown,crop not updated
CORFRM0010145,Chandra Babu,CORSTR00590,CORDLR000383,ANDHRA,Anantapur,Anantapur Rural,9240468427,Maize,1.53,canal,
CORFRM0010146,Chandra Joseph,CORSTR00910,,Karnataka,Shivamogga,Pudur,6575550351,Turmeric,22.87,drip,same mobile in family
CORFRM0010147,Kavya Khan,CORSTR01025,,Andhra Pradesh,East Godavari,Palem,8638406121,Cotton,20.61,rainfed,crop not updated
CORFRM0010148,Deepak Gowda,CORSTR00859,,Andhra Pradesh,Nellore,Palem,6549831199,Banana,9.29,canal,village spelling mismatch
CORFRM0010149,Geetha Kumar,CORSTR01014,,Andhra Pradesh,Kurnool,Kurnool Rural,9654816043,Cotton,22.3,drip,same mobile in family
CORFRM0010150,Karthik Shetty,CORSTR00619,CORDLR000487,A.P.,Kadapa,Rampur,6761602608,Turmeric,16.45,rainfed,
CORFRM0010151,Manoj Shetty,CORSTR00245,,Telangana,Suryapet,Pudur,6307959568,Cotton,30.55,drip,village spelling mismatch
CORFRM0010152,Lokesh Rao,CORSTR00938,,Telangana,Karimnagar,Rampur,8999871480,Turmeric,32.16,borewell,village spelling mismatch
CORFRM0010153,Meena Kumar,CORSTR00579,,Telangana,Khammam,Melur,9325265760,Groundnut,11.83,borewell,mapped to nearest store
CORFRM0010154,Geetha Varma,CORSTR00519,,Karnataka,Davanagere,Halli,6606887102,Groundnut,8.34,rainfed,
CORFRM0010155,Senthil Menon,CORSTR01018,CORDLR001785,Andhra Pradesh,Kadapa,Kottapalli,9707853799,Chilli,30.41,rainfed,mapped to nearest store
CORFRM0010156,Farida Menon,CORSTR00864,,Karnataka,Belagavi,Cheruvu,9641007423,Cotton,5.56,drip,mapped to nearest store
CORFRM0010157,Jagan Reddy,CORSTR00147,CORDLR000065,Telangana,Suryapet,Halli,6281074105,Groundnut,24.03,rainfed,village spelling mismatch
CORFRM0010158,Sanjay Kumar,CORSTR00778,,Andhra Pradesh,Kakinada,Melur,7345088662,Paddy,8.66,borewell,mapped to nearest store
CORFRM0010159,Naveen Acharya,CORSTR00664,,Telangana,Karimnagar,Melur,8792143303,Cotton,7.56,canal,village spelling mismatch
CORFRM0010160,Venkatesh Shetty,CORSTR00479,,Andhra Pradesh,Tirupati,Kottapalli,7059546048,Groundnut,2.41,borewell,crop not updated
CORFRM0010161,Rafiq Gowda,CORSTR00423,,Karnataka,Udupi,Cheruvu,8824794857,Paddy,4.54,canal,village spelling mismatch
CORFRM0010162,Manoj Kumar,CORSTR00287,,Telangana,Siddipet,Cheruvu,9901810519,Sugarcane,23.81,rainfed,mapped to nearest store
CORFRM0010163,Lokesh Gowda,CORSTR00813,,Andhra Pradesh,Kadapa,Kadapa Rural,6669079965,Turmeric,1.27,canal,village spelling mismatch
CORFRM0010164,Arun Rao,CORSTR00136,CORDLR001856,Tamil Nadu,Krishnagiri,Hosur Rural,8895698881,Chilli,12.09,rainfed,
CORFRM0010165,Yusuf Nair,CORSTR00381,CORDLR000022,Andhra Pradesh,Kurnool,Kurnool Rural,6263596870,Chilli,4.28,canal,crop not updated
CORFRM0010166,Farida Pillai,CORSTR00109,,Telangana,Suryapet,Halli,6328743479,Turmeric,10.92,rainfed,village spelling mismatch
CORFRM0010167,Hari Menon,CORSTR01010,,Telangana,Khammam,Melur,6865216615,Cotton,20.46,rainfed,same mobile in family
CORFRM0010168,Yusuf Joseph,CORSTR00032,,Andhra Pradesh,Visakhapatnam,Melur,9841909060,Banana,11.88,unknown,mapped to nearest store
CORFRM0010169,Venkatesh Joseph,CORSTR00045,CORDLR000309,TG,Adilabad,Pudur,8743237801,Chilli,15.11,drip,mapped to nearest store
CORFRM0010170,Revathi Nair,CORSTR00854,,Telangana,Suryapet,Melur,6268306399,Chilli,21.92,rainfed,
CORFRM0010171,Naveen Pillai,CORSTR01123,CORDLR001120,KARNATAKA,Tumakuru,Rampur,6647116764,Turmeric,32.83,rainfed,village spelling mismatch
CORFRM0010172,Irfan Naidu,CORSTR00104,,Andhra Pradesh,East Godavari,Cheruvu,6032817878,Coconut,34.2,rainfed,crop not updated
CORFRM0010173,Meena Babu,CORSTR00444,CORDLR000161,Telangana,Nalgonda,Cheruvu,8476099583,Turmeric,7.35,canal,
CORFRM0010174,Deepak Pillai,CORSTR00469,CORDLR001865,Telangana,Suryapet,Kottapalli,6390241401,Vegetables,28.71,borewell,
CORFRM0010175,Kavya Kumar,CORSTR00591,,Karnataka,Davanagere,Pudur,6164558615,Vegetables,12.87,canal,village spelling mismatch
CORFRM0010176,Hari Pillai,CORSTR00895,,Andhra Pradesh,Kadapa,Kadapa Rural,9650652172,Cotton,13.59,drip,crop not updated
CORFRM0010177,Arun Kumar,CORSTR00168,,Karnataka,Mysuru,Kottapalli,8727498590,Mango,24.54,rainfed,
CORFRM0010178,Sanjay Gowda,CORSTR00773,,Karnataka,Mysuru,Palem,8034993627,Paddy,7.68,drip,mapped to nearest store
CORFRM0010179,Bala Nair,CORSTR00223,CORDLR001105,Andhra Pradesh,Krishna,Pudur,9499475833,Vegetables,2.65,borewell,
CORFRM0010180,Venkatesh Shetty,CORSTR01076,CORDLR001242,Telangana,Siddipet,Palem,6309936621,Banana,24.9,canal,village spelling mismatch
CORFRM0010181,Lakshmi Acharya,CORSTR00233,,Telangana,Nizamabad,Palem,8739725975,Maize,27.42,unknown,village spelling mismatch
CORFRM0010182,Hari Varma,CORSTR00338,CORDLR000135,Andhra Pradesh,Kakinada,Halli,7279059121,Sugarcane,26.87,unknown,village spelling mismatch
CORFRM0010183,Ganesh Iyer,CORSTR00839,,Telangana,Khammam,Khammam Rural,7592631872,Coconut,3.33,drip,village spelling mismatch
CORFRM0010184,Geetha Pillai,CORSTR00326,CORDLR001388,Telangana,Nalgonda,Melur,8272408850,Sugarcane,33.39,canal,village spelling mismatch
CORFRM0010185,Farida Nair,CORSTR01008,,Telangana,Karimnagar,Karimnagar Rural,9024769736,Cotton,13.9,rainfed,same mobile in family
CORFRM0010186,Rafiq Shetty,CORSTR00025,CORDLR001583,Andhra Pradesh,Kakinada,Cheruvu,7245290302,Turmeric,23.69,borewell,same mobile in family
CORFRM0010187,Lokesh Babu,CORSTR00287,,Telangana,Nizamabad,Palem,8699533730,Banana,7.11,rainfed,
CORFRM0010188,Arun Das,CORSTR00453,CORDLR000669,Andhra Pradesh,East Godavari,Palem,7030938926,Sugarcane,30.79,rainfed,
CORFRM0010189,Geetha Naidu,CORSTR01021,,Andhra Pradesh,Tirupati,Melur,8775245530,Turmeric,20.02,unknown,village spelling mismatch
CORFRM0010190,Sowmya Rao,CORSTR00039,CORDLR001676,Andhra Pradesh,East Godavari,Palem,6061287192,Chilli,14.72,rainfed,village spelling mismatch
CORFRM0010191,Priya Gowda,CORSTR00222,,TG,Suryapet,Cheruvu,7699298157,Mango,20.14,canal,same mobile in family
CORFRM0010192,Senthil Varma,CORSTR00335,CORDLR000539,TELANGANA,Khammam,Kottapalli,7343575722,Cotton,18.37,rainfed,same mobile in family
CORFRM0010193,Prakash Naidu,CORSTR00095,CORDLR001054,Karnataka,Dakshina Kannada,Kottapalli,7858801459,Maize,27.63,rainfed,crop not updated
CORFRM0010194,Bala Joseph,CORSTR00909,,Karnataka,Davanagere,Kottapalli,7423489320,Coconut,30.52,canal,mapped to nearest store
CORFRM0010195,Meena Rao,CORSTR00814,,Telangana,Siddipet,Siddipet Rural,8665867034,Coconut,32.48,canal,
CORFRM0010196,Rafiq Prasad,CORSTR00168,CORDLR002902,Karnataka,Raichur,Raichur Rural,7012601853,Paddy,23.21,rainfed,
CORFRM0010197,Priya Acharya,CORSTR00354,CORDLR002650,Telangana,Warangal,Pudur,7189283872,Vegetables,22.21,drip,mapped to nearest store
CORFRM0010198,Yusuf Iyer,CORSTR00851,,Karnataka,Bengaluru Urban,Halli,8513844555,Maize,31.98,drip,
CORFRM0010199,Kavya Rao,CORSTR00130,,TG,Siddipet,Pudur,6764723275,Chilli,11.55,borewell,same mobile in family
CORFRM0010200,Rafiq Iyer,CORSTR00803,,Andhra Pradesh,East Godavari,Kottapalli,9232520486,Banana,23.08,rainfed,mapped to nearest store
CORFRM0010201,Kavya Kumar,CORSTR00258,CORDLR002065,Karnataka,Davanagere,Melur,8402554472,Coconut,18.77,unknown,mapped to nearest store
CORFRM0010202,Deepak Varma,CORSTR00580,CORDLR001539,Telangana,Adilabad,Kottapalli,8776303036,Paddy,3.93,borewell,mapped to nearest store
CORFRM0010203,Prakash Iyer,CORSTR00143,,Andhra Pradesh,Anantapur,Halli,6433287670,Groundnut,25.23,borewell,crop not updated
CORFRM0010204,Hari Khan,CORSTR00818,,Telangana,Nalgonda,Halli,6086085289,Cotton,29.52,rainfed,village spelling mismatch
CORFRM0010205,Hari Babu,CORSTR00274,,Karnataka,Bengaluru Urban,Melur,6773995429,Sugarcane,33.58,unknown,mapped to nearest store
CORFRM0010206,Senthil Menon,CORSTR00465,,Karnataka,Kalaburagi,Palem,,Coconut,8.55,rainfed,village spelling mismatch
CORFRM0010207,Senthil Rao,CORSTR00680,,Andhra Pradesh,Tirupati,Tirupati Rural,8903137103,Groundnut,3.25,canal,same mobile in family
CORFRM0010208,Revathi Khan,CORSTR01018,,Karnataka,Davanagere,Kottapalli,9016129914,Turmeric,8.33,canal,crop not updated
CORFRM0010209,Bala Das,CORSTR00325,,Karnataka,Shivamogga,Cheruvu,7392412654,Groundnut,15.98,drip,mapped to nearest store
CORFRM0010210,Naveen Iyer,CORSTR01022,,Karnataka,Udupi,Pudur,9999999999,Chilli,8.85,drip,village spelling mismatch
CORFRM0010211,Bala Kumar,CORSTR00996,CORDLR002847,Telangana,Adilabad,Pudur,6644658309,Sugarcane,11.91,rainfed,crop not updated
CORFRM0010212,Sowmya Rao,CORSTR00983,,Andhra Pradesh,Visakhapatnam,Cheruvu,6692904426,Turmeric,20.95,borewell,village spelling mismatch
CORFRM0010213,Lokesh Shetty,CORSTR00259,,TG,Karimnagar,Melur,8810362382,Turmeric,19.64,drip,crop not updated
CORFRM0010214,Arun Shetty,CORSTR00455,,Andhra Pradesh,Prakasam,Pudur,8196212139,Vegetables,3.24,unknown,same mobile in family
CORFRM0010215,Sowmya Shetty,CORSTR00172,,Andhra Pradesh,Visakhapatnam,Kottapalli,6211150415,Vegetables,28.44,unknown,village spelling mismatch
CORFRM0010216,Yusuf Gowda,CORSTR00425,CORDLR001404,Andhra Pradesh,Guntur,Melur,9551421908,Cotton,5.94,borewell,crop not updated
CORFRM0010217,Lokesh Shetty,CORSTR00806,,KARNATAKA,Tumakuru,Pudur,8030672585,Banana,33.05,rainfed,village spelling mismatch
