contractor_id,contractor_name,mapped_dealer_id,state,city,mobile,tier,specialty,last_training_date,data_quality_note
ASPCON003041,Bala Varma,ASPDLR000253,Tamil Nadu,Chennai,7267240849,Registered,Projects,,spelling mismatch
ASPCON003042,Anand Babu,ASPDLR000173,Karnataka,Hubballi,8095908506,Gold,Interior repaint,,
ASPCON003043,Prakash Rao,ASPDLR000414,Kerala,Kochi,7418705686,Dormant,Projects,,dealer mapping old
ASPCON003044,Farida Reddy,ASPDLR000889,Tamil Nadu,Hosur,7384458103,Silver,Exterior,04/28/2024,inactive but claims points
ASPCON003045,Deepak Das,ASPDLR000651,Tamil Nadu,Kanchipuram,6445659001,Elite,Luxury,,same mobile as helper
ASPCON003046,Chandra Joseph,ASPDLR000504,Karnataka,Kalaburagi,8951435565,Registered,Luxury,2025-05-10,dealer mapping old
ASPCON003047,Ganesh Babu,ASPDLR000037,Karnataka,Udupi,7657292862,Registered,Luxury,,inactive but claims points
ASPCON003048,Naveen Shetty,ASPDLR000381,KARNATAKA,Hubballi,8925963889,Registered,Projects,,spelling mismatch
ASPCON003049,Venkatesh Shetty,ASPDLR000559,Tamil Nadu,Coimbatore,8356367604,Silver,Luxury,2025-05-05,
ASPCON003050,Yusuf Prasad,ASPDLR000957,Andhra Pradesh,Kakinada,6133626784,Dormant,Exterior,2023-02-10,dealer mapping old
ASPCON003051,Manoj Babu,ASPDLR000275,Andhra Pradesh,Kurnool,9624238163,Dormant,Projects,29/04/2024,dealer mapping old
ASPCON003052,Bala Pillai,ASPDLR000049,Andhra Pradesh,Kurnool,9566441995,Silver,Luxury,,same mobile as helper
ASPCON003053,Lokesh Shetty,ASPDLR000532,Kerala,Kollam,NA,Registered,Waterproofing,,
ASPCON003054,Anand Menon,ASPDLR000036,Karnataka,Raichur,7600422201,Elite,Interior repaint,2025-07-17,same mobile as helper
ASPCON003055,Sowmya Rao,ASPDLR000450,A.P.,Ongole,6600620548,Gold,Projects,2025-10-18,
ASPCON003056,Suresh Gowda,ASPDLR000215,Tamil Nadu,Kanchipuram,9359525766,Gold,Luxury,,inactive but claims points
ASPCON003057,Deepak Babu,ASPDLR000822,Andhra Pradesh,Rajahmundry,7569530819,Elite,Exterior,,dealer mapping old
ASPCON003058,Naveen Khan,ASPDLR000326,Karnataka,Mysuru,9551052054,Registered,Projects,2023-09-16,same mobile as helper
ASPCON003059,Manoj Pillai,ASPDLR000486,Kerala,Thiruvananthapuram,9059302153,Silver,Interior repaint,2024-01-05,inactive but claims points
ASPCON003060,Karthik Reddy,ASPDLR000182,Karnataka,Mysuru,9959812620,Dormant,Projects,,same mobile as helper
ASPCON003061,Meena Prasad,ASPDLR000093,Andhra Pradesh,Ongole,8183983614,Registered,Projects,2026-01-01,spelling mismatch
ASPCON003062,Manoj Das,ASPDLR000438,Tamil Nadu,Chennai,7548289772,Elite,Waterproofing,,
ASPCON003063,Sowmya Varma,ASPDLR000121,A.P.,Ongole,9389981989,Dormant,Exterior,2025-01-12,inactive but claims points
ASPCON003064,Lakshmi Pillai,ASPDLR000133,Karnataka,Udupi,9775038737,Silver,Waterproofing,2023-03-16,dealer mapping old
ASPCON003065,Karthik Patil,ASPDLR000307,Andhra Pradesh,Rajahmundry,7770360487,Dormant,Interior repaint,,
ASPCON003066,Prakash Shetty,ASPDLR000472,KL,Thiruvananthapuram,6479915355,Elite,Interior repaint,,same mobile as helper
ASPCON003067,Lakshmi Babu,ASPDLR000830,Andhra Pradesh,Rajahmundry,8209986726,Elite,Exterior,02/03/2026,dealer mapping old
ASPCON003068,Kavya Kumar,ASPDLR000423,Karnataka,Ballari,9211838322,Gold,Interior repaint,2023-03-31,spelling mismatch
ASPCON003069,Arun Khan,ASPDLR000531,Tamil Nadu,Trichy,8432756254,Gold,Waterproofing,14/09/2024,
ASPCON003070,Chandra Shetty,ASPDLR000066,Karnataka,Hubballi,6795626695,Dormant,Projects,2023-08-22,spelling mismatch
ASPCON003071,Senthil Acharya,ASPDLR000880,Puducherry,Karaikal,6486892208,Gold,Projects,06/25/2025,
ASPCON003072,Karthik Das,ASPDLR000062,Tamil Nadu,Cuddalore,6691390944,Gold,Waterproofing,2023-03-28,inactive but claims points
ASPCON003073,Prakash Iyer,ASPDLR000054,Kerala,Kochi,7078945008,Registered,Waterproofing,2024-03-17,same mobile as helper
ASPCON003074,Ganesh Menon,ASPDLR000135,Andhra Pradesh,Kurnool,6081242043,Silver,Projects,2023-02-16,dealer mapping old
ASPCON003075,Meena Kumar,ASPDLR000636,Andhra Pradesh,Ongole,6183999472,Dormant,Projects,2024-07-29,same mobile as helper
ASPCON003076,Arun Rao,ASPDLR000363,Tamil Nadu,Erode,9757163269,Silver,Luxury,07/10/2025,
ASPCON003077,Sowmya Shetty,ASPDLR000620,Tamil Nadu,Trichy,7243532485,Gold,Exterior,2025-04-14,inactive but claims points
ASPCON003078,Meena Das,ASPDLR000476,Andhra Pradesh,Kadapa,8560891261,Silver,Waterproofing,2024-10-20,spelling mismatch
ASPCON003079,Manoj Kumar,ASPDLR000294,Telangana,Hyderabad,7639775537,Registered,Projects,,dealer mapping old
ASPCON003080,Deepak Acharya,ASPDLR000538,Karnataka,Bengaluru,9832446793,Gold,Waterproofing,2023-07-28,inactive but claims points
ASPCON003081,Hari Prasad,ASPDLR000211,TG,Warangal,8870085759,Silver,Exterior,2024-03-07,inactive but claims points
ASPCON003082,Venkatesh Acharya,ASPDLR000031,Kerala,Kollam,7519241477,Registered,Interior repaint,2023-08-17,
ASPCON003083,Kavya Reddy,ASPDLR000999,Tamil Nadu,Tirunelveli,8017070076,Elite,Interior repaint,2023-01-06,
ASPCON003084,Ganesh Prasad,ASPDLR000059,Kerala,Kochi,9150255353,Dormant,Interior repaint,2023-10-08,dealer mapping old
ASPCON003085,Arun Acharya,ASPDLR000035,Kerala,Kannur,7957516924,Elite,Exterior,2023-10-14,dealer mapping old
ASPCON003086,Ganesh Khan,ASPDLR000976,Andhra Pradesh,Ongole,6440128523,Elite,Waterproofing,2023-12-01,dealer mapping old
ASPCON003087,Karthik Shetty,ASPDLR000692,Andhra Pradesh,Kurnool,7858521664,Gold,Exterior,2025-09-16,dealer mapping old
ASPCON003088,Hari Kumar,ASPDLR000969,Puducherry,Puducherry,8565398901,Elite,Luxury,,spelling mismatch
ASPCON003089,Naveen Kumar,ASPDLR000197,Andhra Pradesh,Vijayawada,9923519754,Registered,Luxury,15-Apr-25,inactive but claims points
ASPCON003090,Farida Reddy,ASPDLR000573,Kerala,Kollam,8356839796,Gold,Exterior,,
ASPCON003091,Prakash Menon,ASPDLR000710,Karnataka,Raichur,9446335676,Silver,Waterproofing,,dealer mapping old
ASPCON003092,Ganesh Joseph,ASPDLR000362,Karnataka,Ballari,6779964723,Silver,Exterior,,dealer mapping old
ASPCON003093,Rafiq Nair,ASPDLR000773,Andhra Pradesh,Kurnool,6820802653,Elite,Projects,2025-10-18,spelling mismatch
ASPCON003094,Lakshmi Shetty,ASPDLR000991,Telangana,Hyderabad,6095309206,Silver,Exterior,,same mobile as helper
ASPCON003095,Irfan Varma,ASPDLR000983,Andhra Pradesh,Anantapur,7872227964,Elite,Luxury,,inactive but claims points
ASPCON003096,Yusuf Pillai,ASPDLR000656,Karnataka,Raichur,0,Elite,Luxury,2024-06-06,dealer mapping old
ASPCON003097,Prakash Gowda,ASPDLR000017,Tamil Nadu,Kanchipuram,9444906575,Silver,Waterproofing,,inactive but claims points
ASPCON003098,Revathi Shetty,ASPDLR000807,Telangana,Adilabad,6062843161,Registered,Luxury,2025-09-12,dealer mapping old
ASPCON003099,Senthil Shetty,ASPDLR000204,Telangana,Nalgonda,6100261477,Elite,Luxury,,inactive but claims points
ASPCON003100,Senthil Reddy,ASPDLR000368,Tamil Nadu,Chennai,8836172605,Elite,Projects,02-Aug-23,
ASPCON003101,Hari Acharya,ASPDLR000047,Andhra Pradesh,Anantapur,6707711839,Gold,Waterproofing,2025-11-12,inactive but claims points
ASPCON003102,Bala Nair,ASPDLR000978,KA,Belagavi,9246237825,Dormant,Projects,2025-06-16,same mobile as helper
ASPCON003103,Arun Kumar,ASPDLR000321,KARNATAKA,Hubballi,6905535651,Silver,Luxury,2024-06-15,dealer mapping old
ASPCON003104,Lokesh Joseph,ASPDLR000979,Karnataka,Tumakuru,9999999999,Elite,Waterproofing,,dealer mapping old
ASPCON003105,Venkatesh Babu,ASPDLR000749,Telangana,Warangal,6419444640,Dormant,Exterior,2025-11-11,
ASPCON003106,Karthik Das,ASPDLR000606,Telangana,Nizamabad,8819398878,Elite,Luxury,2024-03-22,dealer mapping old
ASPCON003107,Geetha Acharya,ASPDLR000874,Tamil Nadu,Thanjavur,7175689403,Registered,Interior repaint,2023-04-23,spelling mismatch
ASPCON003108,Meena Khan,ASPDLR000789,Kerala,Kottayam,9827002019,Silver,Interior repaint,,
ASPCON003109,Deepak Menon,ASPDLR000164,Karnataka,Mangaluru,7967329960,Dormant,Luxury,2024-08-20,same mobile as helper
ASPCON003110,Naveen Joseph,ASPDLR000929,Andhra Pradesh,Visakhapatnam,9893270667,Elite,Waterproofing,2025-11-26,inactive but claims points
ASPCON003111,Arun Acharya,ASPDLR000316,Tamil Nadu,Cuddalore,8989968382,Dormant,Projects,2023-02-28,dealer mapping old
ASPCON003112,Ganesh Naidu,ASPDLR000271,A.P.,Rajahmundry,9355551258,Registered,Waterproofing,2024-12-19,
ASPCON003113,Naveen Varma,ASPDLR000182,Karnataka,Udupi,6301606091,Registered,Exterior,2023-03-16,spelling mismatch
ASPCON003114,Venkatesh Prasad,ASPDLR000593,Tamil Nadu,Thanjavur,9540183509,Elite,Waterproofing,,spelling mismatch
ASPCON003115,Naveen Reddy,ASPDLR000046,KARNATAKA,Raichur,7971855961,Gold,Waterproofing,03/25/2024,
ASPCON003116,Sanjay Rao,ASPDLR000969,Tamil Nadu,Kanchipuram,6944722507,Silver,Luxury,2023-02-28,same mobile as helper
ASPCON003117,Hari Iyer,ASPDLR000569,Karnataka,Bengaluru,7330621012,Registered,Luxury,2023-02-19,spelling mismatch
ASPCON003118,Arun Pillai,ASPDLR000472,Karnataka,Udupi,8688598100,Silver,Exterior,03/21/2024,inactive but claims points
ASPCON003119,Ganesh Shetty,ASPDLR000252,Tamil Nadu,Madurai,7903018135,Gold,Luxury,,
ASPCON003120,Arun Shetty,ASPDLR000141,Tamil Nadu,Vellore,6316066250,Registered,Exterior,2023-01-24,inactive but claims points
ASPCON003121,Arun Nair,ASPDLR000626,Karnataka,Hubballi,6455045430,Dormant,Projects,2025-01-12,dealer mapping old
ASPCON003122,Bala Acharya,ASPDLR000848,Tamil Nadu,Vellore,7451208180,Dormant,Luxury,17-Jan-26,same mobile as helper
ASPCON003123,Meena Varma,ASPDLR000417,Karnataka,Mysuru,9611461191,Dormant,Waterproofing,2025-12-24,
ASPCON003124,Ganesh Kumar,ASPDLR000459,Andhra Pradesh,Kurnool,9367941160,Dormant,Exterior,2024-02-20,
ASPCON003125,Revathi Prasad,ASPDLR000976,Puducherry,Puducherry,8273972021,Gold,Waterproofing,,same mobile as helper
ASPCON003126,Prakash Varma,ASPDLR000552,Tamil Nadu,Hosur,9158582594,Registered,Waterproofing,2023-12-16,inactive but claims points
ASPCON003127,Revathi Pillai,ASPDLR000076,TS,Hyderabad,8198414713,Gold,Luxury,,inactive but claims points
ASPCON003128,Hari Joseph,ASPDLR000399,Tamil Nadu,Thanjavur,9751393570,Elite,Interior repaint,29/07/2023,dealer mapping old
ASPCON003129,Senthil Khan,ASPDLR000956,Karnataka,Davanagere,6364388995,Registered,Waterproofing,,spelling mismatch
ASPCON003130,Yusuf Khan,ASPDLR000205,KARNATAKA,Bengaluru,7789915836,Gold,Projects,,same mobile as helper
ASPCON003131,Irfan Reddy,ASPDLR000849,TAMILNADU,Kanchipuram,9225239256,Silver,Projects,,dealer mapping old
ASPCON003132,Hari Nair,ASPDLR000405,Karnataka,Kalaburagi,7833493111,Elite,Interior repaint,2023-11-30,inactive but claims points
ASPCON003133,Kavya Rao,ASPDLR000516,Kerala,Palakkad,8646903263,Registered,Luxury,11/01/2024,same mobile as helper
ASPCON003134,Venkatesh Shetty,ASPDLR000425,Karnataka,Mysuru,9999999999,Dormant,Projects,2024-02-19,same mobile as helper
ASPCON003135,Karthik Babu,ASPDLR000886,AP,Rajahmundry,7546104210,Elite,Exterior,2023-07-16,
ASPCON003136,Yusuf Menon,ASPDLR000701,Tamil Nadu,Tirunelveli,6160960087,Silver,Luxury,08/30/2024,
ASPCON003137,Irfan Prasad,ASPDLR000710,Telangana,Karimnagar,6816998598,Dormant,Interior repaint,,dealer mapping old
ASPCON003138,Yusuf Kumar,ASPDLR000265,Tamil Nadu,Erode,8302316854,Silver,Exterior,2023-06-23,spelling mismatch
ASPCON003139,Bala Patil,ASPDLR000630,Tamil Nadu,Kanchipuram,8645494836,Gold,Luxury,2023-02-07,spelling mismatch
ASPCON003140,Anand Das,ASPDLR000537,Tamil Nadu,Cuddalore,8513825152,Dormant,Waterproofing,2025-12-10,inactive but claims points
ASPCON003141,Prakash Patil,ASPDLR000662,Kerala,Kannur,6284714675,Dormant,Exterior,2023-09-23,same mobile as helper
ASPCON003142,Lakshmi Das,ASPDLR000886,Tamil Nadu,Madurai,8083576288,Silver,Waterproofing,28/05/2024,same mobile as helper
ASPCON003143,Yusuf Patil,ASPDLR000943,PY,Puducherry,6642467458,Silver,Interior repaint,2025-10-26,spelling mismatch
ASPCON003144,Meena Kumar,ASPDLR000766,Kerala,Alappuzha,7546117778,Elite,Exterior,,spelling mismatch
ASPCON003145,Yusuf Rao,ASPDLR000615,Tamil Nadu,Madurai,9191513622,Dormant,Interior repaint,2025-02-02,
ASPCON003146,Bala Patil,ASPDLR000149,Telangana,Hyderabad,6685838476,Registered,Interior repaint,06/01/2024,same mobile as helper
ASPCON003147,Kavya Acharya,ASPDLR000891,Telangana,Nizamabad,8258541854,Dormant,Projects,2023-06-01,inactive but claims points
ASPCON003148,Sowmya Reddy,ASPDLR000514,Tamil Nadu,Thanjavur,7194870240,Gold,Exterior,2023-01-14,spelling mismatch
ASPCON003149,Karthik Menon,ASPDLR000123,Andhra Pradesh,Ongole,9617914223,Elite,Interior repaint,,same mobile as helper
ASPCON003150,Deepak Nair,ASPDLR000280,Telangana,Nalgonda,9917359537,Gold,Waterproofing,09/19/2024,spelling mismatch
ASPCON003151,Venkatesh Acharya,ASPDLR000175,Andhra Pradesh,Kakinada,6286864473,Dormant,Luxury,2026-02-06,inactive but claims points
ASPCON003152,Sowmya Shetty,ASPDLR000130,Telangana,Mahbubnagar,6579050307,Gold,Exterior,,inactive but claims points
ASPCON003153,Chandra Iyer,ASPDLR000594,Andhra Pradesh,Vijayawada,9092672938,Registered,Exterior,2026-02-09,
ASPCON003154,Irfan Pillai,ASPDLR000630,KARNATAKA,Mangaluru,9482080474,Elite,Luxury,28/12/2024,inactive but claims points
ASPCON003155,Jagan Prasad,ASPDLR000057,Tamil Nadu,Chennai,6344451079,Elite,Interior repaint,2023-10-03,spelling mismatch
ASPCON003156,Hari Naidu,ASPDLR000796,Andhra Pradesh,Guntur,7069442368,Dormant,Exterior,2023-08-27,spelling mismatch
ASPCON003157,Naveen Prasad,ASPDLR000950,TELANGANA,Hyderabad,8447712262,Silver,Luxury,20/02/2024,spelling mismatch
ASPCON003158,Sowmya Acharya,ASPDLR000551,Karnataka,Shivamogga,6562559130,Elite,Waterproofing,2026-03-17,
ASPCON003159,Arun Babu,ASPDLR000343,Tamil Nadu,Kanchipuram,8930249763,Gold,Luxury,2023-03-24,dealer mapping old
ASPCON003160,Venkatesh Kumar,ASPDLR000349,Telangana,Adilabad,7768820079,Registered,Luxury,,
ASPCON003161,Lokesh Iyer,ASPDLR000507,Tamil Nadu,Chennai,8029120191,Dormant,Waterproofing,2023-09-04,dealer mapping old
ASPCON003162,Manoj Pillai,ASPDLR000213,Karnataka,Udupi,7616395701,Elite,Projects,2024-02-29,dealer mapping old
ASPCON003163,Priya Joseph,ASPDLR000434,Telangana,Adilabad,6338963890,Elite,Projects,2023-10-08,dealer mapping old
ASPCON003164,Sanjay Kumar,ASPDLR000994,Telangana,Nizamabad,7699656125,Silver,Waterproofing,21/09/2023,spelling mismatch
ASPCON003165,Rafiq Pillai,ASPDLR000063,Telangana,Karimnagar,7709637927,Dormant,Interior repaint,,inactive but claims points
ASPCON003166,Prakash Varma,ASPDLR000084,Karnataka,Ballari,8146621962,Registered,Waterproofing,2024-07-14,
ASPCON003167,Sanjay Kumar,ASPDLR000404,Kerala,Thiruvananthapuram,6414689868,Registered,Exterior,2024-10-13,spelling mismatch
ASPCON003168,Chandra Das,ASPDLR000611,Puducherry,Karaikal,8831095985,Dormant,Interior repaint,2023-04-20,inactive but claims points
ASPCON003169,Anand Gowda,ASPDLR000802,Andhra Pradesh,Visakhapatnam,7189392054,Gold,Luxury,2024-05-06,spelling mismatch
ASPCON003170,Meena Acharya,ASPDLR000301,Andhra Pradesh,Anantapur,9177868003,Silver,Luxury,2026-01-05,
ASPCON003171,Bala Varma,ASPDLR000811,Tamil Nadu,Hosur,7894855996,Registered,Projects,31-Oct-25,inactive but claims points
ASPCON003172,Lokesh Babu,ASPDLR001000,Telangana,Karimnagar,7879365190,Registered,Luxury,2025-12-14,dealer mapping old
ASPCON003173,Lokesh Prasad,ASPDLR000271,Kerala,Kochi,0,Gold,Waterproofing,2023-10-04,inactive but claims points
ASPCON003174,Geetha Kumar,ASPDLR000134,Tamil Nadu,Tirunelveli,7668312149,Elite,Exterior,2024-04-30,
ASPCON003175,Suresh Varma,ASPDLR000526,Tamil Nadu,Trichy,7229089373,Silver,Interior repaint,,spelling mismatch
ASPCON003176,Manoj Naidu,ASPDLR000029,Tamil Nadu,Erode,9895674436,Silver,Projects,,dealer mapping old
ASPCON003177,Senthil Prasad,ASPDLR000276,Tamil Nadu,Salem,8521144995,Elite,Waterproofing,2024-12-01,spelling mismatch
ASPCON003178,Suresh Patil,ASPDLR000616,Tamil Nadu,Salem,7553537400,Registered,Luxury,2023-09-06,same mobile as helper
ASPCON003179,Bala Babu,ASPDLR000675,Tamil Nadu,Kanchipuram,6821967518,Elite,Interior repaint,2024-02-23,inactive but claims points
ASPCON003180,Irfan Shetty,ASPDLR000900,Karnataka,Bengaluru,NA,Gold,Exterior,2025-08-02,inactive but claims points
ASPCON003181,Chandra Iyer,ASPDLR000941,Tamil Nadu,Coimbatore,8606402918,Gold,Luxury,,same mobile as helper
ASPCON003182,Lakshmi Shetty,ASPDLR000213,TG,Suryapet,8109234142,Silver,Waterproofing,,inactive but claims points
ASPCON003183,Anand Nair,ASPDLR000673,Tamil Nadu,Salem,6428133329,Silver,Waterproofing,2024-04-15,
ASPCON003184,Revathi Nair,ASPDLR000782,Tamil Nadu,Kanchipuram,9651049380,Elite,Luxury,2024-03-31,spelling mismatch
ASPCON003185,Deepak Rao,ASPDLR000881,Karnataka,Hubballi,7867203002,Elite,Exterior,2023-07-08,dealer mapping old
ASPCON003186,Kavya Pillai,ASPDLR000293,Tamil Nadu,Salem,8875724227,Silver,Luxury,2024-11-06,dealer mapping old
ASPCON003187,Sowmya Iyer,ASPDLR000624,Tamil Nadu,Kanchipuram,6154740105,Gold,Waterproofing,,dealer mapping old
ASPCON003188,Suresh Das,ASPDLR000817,Tamil Nadu,Trichy,9290159454,Registered,Exterior,,spelling mismatch
ASPCON003189,Manoj Reddy,ASPDLR000222,Karnataka,Tumakuru,8424907496,Registered,Projects,,dealer mapping old
ASPCON003190,Rafiq Prasad,ASPDLR000551,Karnataka,Belagavi,9566584487,Gold,Exterior,,spelling mismatch
ASPCON003191,Jagan Rao,ASPDLR000181,Tamil Nadu,Hosur,8024982843,Elite,Exterior,2023-07-21,inactive but claims points
ASPCON003192,Naveen Varma,ASPDLR000311,Karnataka,Mangaluru,7063953045,Dormant,Waterproofing,2025-12-01,
ASPCON003193,Rafiq Acharya,ASPDLR000686,Telangana,Khammam,,Silver,Interior repaint,2024-01-25,spelling mismatch
ASPCON003194,Prakash Iyer,ASPDLR000515,Kerala,Kochi,9793772678,Registered,Projects,,spelling mismatch
ASPCON003195,Prakash Varma,ASPDLR000606,Andhra Pradesh,Rajahmundry,7196414362,Elite,Exterior,,spelling mismatch
ASPCON003196,Priya Babu,ASPDLR000177,Telangana,Khammam,6120752802,Registered,Interior repaint,03-Dec-24,spelling mismatch
ASPCON003197,Lakshmi Reddy,ASPDLR000535,Karnataka,Raichur,6031006965,Registered,Exterior,,same mobile as helper
ASPCON003198,Sanjay Naidu,ASPDLR000654,KA,Kalaburagi,8588764683,Silver,Waterproofing,2024-01-18,
ASPCON003199,Priya Reddy,ASPDLR000661,Andhra Pradesh,Visakhapatnam,7796389408,Elite,Interior repaint,2023-04-19,same mobile as helper
ASPCON003200,Ganesh Joseph,ASPDLR000466,Tamil Nadu,Hosur,6180065125,Silver,Waterproofing,10/11/2024,dealer mapping old
ASPCON003201,Arun Gowda,ASPDLR000221,Karnataka,Hubballi,6312511424,Registered,Interior repaint,2025-05-21,inactive but claims points
ASPCON003202,Yusuf Rao,ASPDLR000730,Tamil Nadu,Coimbatore,8531314022,Silver,Projects,,
ASPCON003203,Rafiq Shetty,ASPDLR000971,Karnataka,Tumakuru,9183412063,Silver,Interior repaint,2023-06-28,inactive but claims points
ASPCON003204,Revathi Acharya,ASPDLR000741,KL,Kollam,7970858986,Dormant,Projects,06/11/2025,dealer mapping old
ASPCON003205,Yusuf Patil,ASPDLR000397,Tamil Nadu,Vellore,6085002391,Silver,Projects,2024-03-21,dealer mapping old
ASPCON003206,Deepak Acharya,ASPDLR000478,Telangana,Mahbubnagar,8905609650,Elite,Exterior,2023-05-31,spelling mismatch
ASPCON003207,Manoj Babu,ASPDLR000901,Karnataka,Mangaluru,6238901820,Silver,Exterior,02/04/2024,spelling mismatch
ASPCON003208,Meena Kumar,ASPDLR000425,Tamil Nadu,Tirunelveli,7650069242,Gold,Exterior,2023-06-06,
ASPCON003209,Ganesh Varma,ASPDLR000641,Karnataka,Udupi,8928862842,Registered,Interior repaint,2025-10-09,inactive but claims points
ASPCON003210,Naveen Reddy,ASPDLR000604,Tamil Nadu,Salem,8072560851,Elite,Interior repaint,2023-09-26,dealer mapping old
ASPCON003211,Bala Gowda,ASPDLR000694,KARNATAKA,Mangaluru,6862488236,Gold,Projects,,same mobile as helper
ASPCON003212,Hari Patil,ASPDLR000604,Telangana,Khammam,6734642690,Silver,Luxury,,dealer mapping old
ASPCON003213,Manoj Babu,ASPDLR000239,Karnataka,Raichur,6291505368,Gold,Exterior,2023-09-20,inactive but claims points
ASPCON003214,Revathi Nair,ASPDLR000798,Telangana,Hyderabad,8150734568,Gold,Interior repaint,2023-11-28,
ASPCON003215,Rafiq Pillai,ASPDLR000451,Karnataka,Shivamogga,9595961032,Silver,Projects,24/02/2024,dealer mapping old
ASPCON003216,Yusuf Kumar,ASPDLR000455,Tamil Nadu,Madurai,8800636146,Silver,Exterior,11/02/2023,dealer mapping old
ASPCON003217,Meena Varma,ASPDLR000385,Tamil Nadu,Trichy,7752213992,Gold,Waterproofing,2024-09-19,same mobile as helper
ASPCON003218,Ganesh Gowda,ASPDLR000536,Tamil Nadu,Thanjavur,8767502840,Dormant,Exterior,,spelling mismatch
ASPCON003219,Prakash Prasad,ASPDLR000047,Karnataka,Tumakuru,9017238098,Gold,Exterior,,dealer mapping old
ASPCON003220,Ganesh Babu,ASPDLR000891,Karnataka,Raichur,8922924918,Elite,Luxury,,same mobile as helper
ASPCON003221,Hari Pillai,ASPDLR000206,Telangana,Adilabad,6262114031,Gold,Projects,,
ASPCON003222,Kavya Acharya,ASPDLR000632,Karnataka,Raichur,9675960595,Silver,Projects,,
ASPCON003223,Yusuf Pillai,ASPDLR000901,Karnataka,Shivamogga,9680280758,Silver,Exterior,2025-11-21,inactive but claims points
ASPCON003224,Hari Khan,ASPDLR000640,Tamil Nadu,Trichy,8462505787,Elite,Projects,,same mobile as helper
ASPCON003225,Farida Babu,ASPDLR000527,Telangana,Karimnagar,9980358043,Elite,Projects,2026-01-30,inactive but claims points
ASPCON003226,Manoj Kumar,ASPDLR000038,Karnataka,Belagavi,8968054572,Silver,Luxury,,spelling mismatch
ASPCON003227,Manoj Prasad,ASPDLR000915,Telangana,Suryapet,6660300403,Elite,Projects,2023-02-04,
ASPCON003228,Suresh Reddy,ASPDLR000701,Karnataka,Udupi,9356847658,Silver,Projects,,
ASPCON003229,Chandra Acharya,ASPDLR000858,Tamil Nadu,Thanjavur,6275039355,Elite,Interior repaint,2024-04-27,inactive but claims points
ASPCON003230,Suresh Varma,ASPDLR000064,Andhra Pradesh,Ongole,9817670971,Silver,Luxury,,same mobile as helper
ASPCON003231,Arun Varma,ASPDLR000409,Karnataka,Hubballi,9112663238,Silver,Interior repaint,,same mobile as helper
ASPCON003232,Anand Iyer,ASPDLR000080,Karnataka,Davanagere,8533468774,Elite,Luxury,,spelling mismatch
ASPCON003233,Bala Iyer,ASPDLR000482,Karnataka,Raichur,8055529010,Elite,Exterior,2024-03-15,inactive but claims points
ASPCON003234,Irfan Naidu,ASPDLR000681,Karnataka,Bengaluru,8599430335,Elite,Projects,05/10/2024,dealer mapping old
ASPCON003235,Sanjay Reddy,ASPDLR000065,Telangana,Mahbubnagar,8340846967,Silver,Luxury,,spelling mismatch
ASPCON003236,Ganesh Joseph,ASPDLR000989,Andhra Pradesh,Ongole,6119965862,Elite,Projects,,same mobile as helper
ASPCON003237,Rafiq Khan,ASPDLR000625,TAMILNADU,Kanchipuram,7942864820,Elite,Exterior,,same mobile as helper
ASPCON003238,Sanjay Babu,ASPDLR000530,Karnataka,Udupi,8248015407,Silver,Interior repaint,02/09/2025,inactive but claims points
ASPCON003239,Sowmya Joseph,ASPDLR000599,Andhra Pradesh,Kurnool,9566939113,Elite,Waterproofing,2024-02-28,dealer mapping old
ASPCON003240,Naveen Menon,ASPDLR000891,Kerala,Kozhikode,6677652511,Elite,Exterior,,same mobile as helper
ASPCON003241,Suresh Acharya,ASPDLR000061,Karnataka,Hubballi,8418892859,Dormant,Exterior,2024-05-29,
ASPCON003242,Hari Reddy,ASPDLR000408,Telangana,Nalgonda,6039613641,Gold,Luxury,2023-08-14,dealer mapping old
ASPCON003243,Karthik Kumar,ASPDLR000293,Tamil Nadu,Chennai,6846864641,Registered,Luxury,,same mobile as helper
ASPCON003244,Kavya Patil,ASPDLR000659,TAMILNADU,Thanjavur,8185513059,Silver,Projects,,dealer mapping old
ASPCON003245,Karthik Babu,ASPDLR000394,Karnataka,Mangaluru,7061871257,Silver,Waterproofing,2024-08-24,same mobile as helper
ASPCON003246,Farida Pillai,ASPDLR000364,A.P.,Vijayawada,9156010797,Registered,Projects,2024-12-15,spelling mismatch
ASPCON003247,Jagan Gowda,ASPDLR000576,Andhra Pradesh,Rajahmundry,8226486917,Silver,Projects,,dealer mapping old
ASPCON003248,Bala Acharya,ASPDLR000583,Tamil Nadu,Hosur,9627136569,Silver,Waterproofing,2024-02-08,same mobile as helper
ASPCON003249,Manoj Patil,ASPDLR000104,Telangana,Karimnagar,7180174367,Dormant,Luxury,2025-09-14,dealer mapping old
ASPCON003250,Venkatesh Shetty,ASPDLR000836,A.P.,Visakhapatnam,7729927259,Dormant,Luxury,,spelling mismatch
ASPCON003251,Deepak Prasad,ASPDLR000314,Tamil Nadu,Thanjavur,6639565965,Elite,Interior repaint,2024-07-30,inactive but claims points
ASPCON003252,Manoj Acharya,ASPDLR000228,Andhra Pradesh,Tirupati,7296544437,Elite,Waterproofing,2025-11-27,
ASPCON003253,Irfan Khan,ASPDLR000049,AP,Guntur,6920187594,Gold,Exterior,,
