registration_id,registration_date,dealer_id,dealer_name,sku_id,tyre_serial_no,vehicle_type,customer_mobile,km_at_registration,extra_warranty_flag,source
CEAWAR00004289,12/11/2024,CEADLR000204,UNITED FARIDA TYRES,CEA0007,D7531907,Tractor,7142083966,74957,pending,manual
CEAWAR00004290,2025-03-06,CEASUB000339,Murugan Senthil Chemicals,CEA0014,NA,Tractor,8352861889,4182,Y,website
CEAWAR00004291,2025-04-28,CEASUB001017,National Anand Associates,CEA0001,B7474393,Tractor,9537680182,NA,pending,fleet upload
CEAWAR00004292,2024-12-16,CEASUB000262,Prime Venkatesh Mart,CEA0021,B3737865,LCV,0,NA,pending,manual
CEAWAR00004293,2025-05-13,CEASUB001307,City Revathi Associates,CEA0036,A2137993,Tractor,6163430470,0,pending,dealer app
CEAWAR00004294,2024-04-27,CEASUB000278,Lucky Priya Associates,CEA0013,D8103836,Tractor,6855416798,65996,pending,dealer app
CEAWAR00004295,2025-01-23,CEASUB000935,Balaji Manoj Tyres,CEA0004,C4409095,2W,9941587626,NA,N,call center
CEAWAR00004296,09/09/2025,CEASUB000291,United Geetha Corporation,CEA0009,C9874341,Car,9569229282,NA,N,call center
CEAWAR00004297,2025-08-12,CEASUB004224,City Lakshmi Tyres,CEA0031,D8436740,Car,9751289486,NA,pending,website
CEAWAR00004298,2024-10-20,CEASUB000313,Star Ganesh Tyres,CEA0013,C4635022,Car,8239621909,69535,N,call center
CEAWAR00004299,2025-10-28,CEASUB001685,Modern Yusuf Tyres,CEA0011,A6054035,Car,6447311748,0,pending,call center
CEAWAR00004300,2025-05-29,CEADLR000087,Kaveri Hari Tyres,CEA0020,N/A,Truck,8370050820,0,pending,dealer app
CEAWAR00004301,2024-09-04,CEADLR000178,Star Venkatesh Tyres,CEA0020,N/A,2W,6841052107,9979,Y,fleet upload
CEAWAR00004302,2025-01-07,CEASUB003492,Royal Deepak Enterprises,CEA0023,B2637861,Bus,6295121010,9897,Y,fleet upload
CEAWAR00004303,2025-12-30,CEASUB002531,United Rafiq Sales,CEA0029,B7014561,Bus,6845085426,NA,N,fleet upload
CEAWAR00004304,14/12/2024,CEASUB002579,New Meena Chemicals Main,CEA0020,C9459896,Car,7331102694,22515,Y,fleet upload
CEAWAR00004305,27/05/2024,CEASUB003145,GANESH GEETHA TYRES,CEA0013,D1190119,2W,6593914225,64817,N,call center
CEAWAR00004306,2024-06-20,CEASUB000946,Vijaya Lakshmi Enterprises,CEA0036,C2819227,Car,8594589067,65113,N,fleet upload
CEAWAR00004307,2024-04-11,CEASUB002207,National Geetha Traders,CEA0036,D6820115,2W,6576326243,1444,Y,website
CEAWAR00004308,2025-07-06,CEASUB003811,Kaveri Suresh Corporation,CEA0027,C1385331,Car,7096664916,19609,N,dealer app
CEAWAR00004309,2025-12-11,CEASUB002322,NEW GEETHA HARDWARE,CEA0024,,Truck,7092258565,2724,pending,call center
CEAWAR00004310,2024-07-11,CEASUB003946,New Priya Hardware,CEA0025,D8042510,2W,7514168863,24486,pending,call center
CEAWAR00004311,2025-09-29,CEASUB001981,City Meena Tyres,CEA0019,B9742006,Tractor,9048886341,NA,Y,fleet upload
CEAWAR00004312,2025-12-12,CEASUB004161,Lucky Kavya Paints,CEA0030,B2785077,LCV,9640028980,NA,Y,website
CEAWAR00004313,2024-08-30,CEASUB000785,Sree Sowmya Associates,CEA0034,D4154199,Car,6334979143,0,Y,dealer app
CEAWAR00004314,2024-10-11,CEADLR000070,Star Deepak Associates,CEA0013,B5979728,Tractor,7192775476,NA,Y,manual
CEAWAR00004315,08/01/2025,CEASUB002674,Balaji Deepak Distributors,CEA0005,B1392555,Car,6890774075,0,N,website
CEAWAR00004316,12/01/2026,CEADLR000560,NATIONAL KAVYA TYRES,CEA0005,B2603763,Tractor,6750981934,NA,pending,dealer app
CEAWAR00004317,2025-06-17,CEASUB002520,Metro Prakash Stores,CEA0019,C5957006,Bus,8730010200,0,pending,dealer app
CEAWAR00004318,2025-02-05,CEASUB001850,City Chandra Distributors,CEA0001,C4176623,Tractor,9424921890,0,Y,website
CEAWAR00004319,2024-12-17,CEASUB003842,Royal Chandra Tyres,CEA0029,C6360964,Truck,6244752737,25388,Y,website
CEAWAR00004320,2024-08-12,CEADLR000672,New Arun Sales,CEA0028,B8119735,Bus,7662101564,24366,pending,call center
CEAWAR00004321,2024-04-17,CEASUB000227,Metro Sanjay Traders,CEA0036,D8775089,Bus,8818092025,16248,N,fleet upload
CEAWAR00004322,08/26/2025,CEASUB002244,New Jagan Tyres,CEA0032,A9762714,2W,7973352166,NA,pending,manual
CEAWAR00004323,2024-05-20,CEASUB003595,Sri Lokesh Services,CEA0031,D2967104,Car,9686931475,26432,Y,call center
CEAWAR00004324,2025-07-26,CEASUB001884,National Ganesh Tyres,CEA0033,C3008442,Bus,8154334115,47418,pending,manual
CEAWAR00004325,01/22/2025,CEASUB003532,Lucky Bala Services,CEA0007,B9470104,Truck,9927990416,NA,N,dealer app
CEAWAR00004326,12/28/2024,CEASUB002105,Mahalakshmi Jagan Tyres,CEA0008,D1023525,Truck,9732246811,31348,pending,manual
CEAWAR00004327,18-Feb-26,CEASUB002454,Prime Irfan Agencies,CEA0032,B4604486,LCV,9015791633,39519,N,website
CEAWAR00004328,2026-01-18,CEASUB002618,Lucky Suresh Stores,CEA0012,N/A,2W,8530226281,NA,N,call center
CEAWAR00004329,2024-10-05,CEADLR000277,Metro Meena Tyres,CEA0025,A8919165,Bus,8790147825,0,N,call center
CEAWAR00004330,2024-06-08,CEASUB001908,Shree Revathi Agro,CEA0036,D1615286,LCV,8593565035,48186,Y,website
CEAWAR00004331,2025-05-28,CEASUB003070,Mahalakshmi Senthil Agro,CEA0003,A8383642,Bus,8593029833,0,Y,dealer app
CEAWAR00004332,2025-10-14,CEASUB003472,Balaji Revathi Associates,CEA0026,A8533018,Car,6151177127,0,N,website
CEAWAR00004333,07/13/2025,CEASUB002379,United Naveen Associates,CEA0027,A7857342,2W,6850719759,0,pending,call center
CEAWAR00004334,11/07/2025,CEASUB000262,Prime Venkatesh Mart,CEA0011,A4055612,Tractor,8491807446,NA,Y,fleet upload
CEAWAR00004335,2025-05-24,CEASUB001790,Shree Arun Sales,CEA0032,A7367553,2W,8252291378,0,N,website
CEAWAR00004336,2025-04-08,CEASUB003628,Shree Lakshmi Stores,CEA0015,A8086875,Tractor,6661502648,19929,Y,website
CEAWAR00004337,2024-09-05,CEASUB003735,Murugan Lokesh Tyres,CEA0024,B2074512,Tractor,9696610237,0,pending,dealer app
CEAWAR00004338,12/11/2025,CEASUB000623,City Irfan Associates,CEA0002,D4422908,Bus,6862022180,0,N,website
CEAWAR00004339,2026-02-25,CEASUB003685,National Irfan Tyres,CEA0013,D5502186,Truck,6582794871,NA,Y,website
CEAWAR00004340,2025-04-01,CEASUB002422,Lucky Meena Chemicals,CEA0032,A1161324,Bus,9862955185,0,pending,call center
CEAWAR00004341,08/04/2025,CEASUB001078,Modern Deepak Mart,CEA0011,B6635877,Truck,7095442767,0,pending,website
CEAWAR00004342,23-Sep-24,CEASUB000401,City Ganesh Depot,CEA0028,D3383189,Truck,0,NA,pending,dealer app
CEAWAR00004343,2025-09-19,CEASUB003415,Vijaya Senthil Mart,CEA0003,D2364529,Car,6429859873,51306,N,website
CEAWAR00004344,2026-01-31,CEASUB000600,Prime Rafiq Tyres,CEA0005,D6332943,Bus,9524070758,21545,Y,manual
CEAWAR00004345,2024-08-13,CEASUB001938,Kaveri Senthil Fertilisers,CEA0015,A1610882,2W,6724695597,73339,N,website
CEAWAR00004346,2025-12-06,CEASUB001310,Sri Kavya Tyres,CEA0023,D2328548,Truck,9178506655,0,Y,website
CEAWAR00004347,2024-10-01,CEASUB001106,ROYAL KARTHIK AGRO,CEA0021,D5701683,Bus,6405879411,59480,Y,manual
CEAWAR00004348,04/09/2025,CEASUB001070,Vijaya Kavya Mart,CEA0011,C3006698,2W,6064033131,NA,pending,dealer app
CEAWAR00004349,2024-05-25,CEASUB003598,Lucky Manoj Paints,CEA0038,D8392646,Car,8135535843,NA,N,manual
CEAWAR00004350,2025-11-19,CEASUB000723,Sree Manoj Tyres Ltd,CEA0038,B2606020,Bus,0,NA,N,fleet upload
CEAWAR00004351,2024-11-15,CEASUB002196,Ganesh Kavya Sales Pvt,CEA0035,D7118926,Car,9641716053,48702,Y,fleet upload
CEAWAR00004352,2024-06-03,CEADLR000027,Ganesh Venkatesh Tyres,CEA0022,D7246021,Tractor,6960532927,45823,N,dealer app
CEAWAR00004353,03/02/2026,CEASUB001952,Metro Geetha Chemicals,CEA0033,B1526453,Tractor,6787767156,0,Y,call center
CEAWAR00004354,2025-11-27,CEADLR000137,Vijaya Arun Tyres,CEA0030,B5507174,Bus,7764280167,23498,N,website
CEAWAR00004355,2026-02-23,CEADLR000338,Balaji Chandra Mart,CEA0011,D1346838,Bus,8120492485,NA,Y,call center
CEAWAR00004356,11/23/2025,CEASUB003490,LUCKY ANAND CORPORATION,CEA0026,N/A,Truck,7136182855,38133,N,website
CEAWAR00004357,2025-11-10,CEASUB004193,BALAJI SURESH AGENCIES,CEA0017,B3144795,Tractor,8785357532,0,N,manual
CEAWAR00004358,2025-09-08,CEADLR000042,SRI Suresh Corporation,CEA0014,A4080402,2W,9223294541,NA,pending,manual
CEAWAR00004359,2025-12-05,CEASUB004213,New Priya Distributors,CEA0026,D1060323,2W,7690010514,53942,Y,manual
CEAWAR00004360,2026-02-13,CEASUB001007,Shri Bala Tyres,CEA0010,D3446833,Car,8955415707,0,N,manual
CEAWAR00004361,02/21/2025,CEASUB000586,Balaji Geetha Sales,CEA0035,B6919571,Truck,8248137388,0,pending,dealer app
CEAWAR00004362,2024-10-01,CEASUB000833,Mahalakshmi Farida Traders,CEA0030,A3561151,Bus,9206536489,17046,pending,website
CEAWAR00004363,2025-03-23,CEASUB003871,Murugan Yusuf Corporation,CEA0037,C6687473,Car,9717882035,NA,Y,dealer app
CEAWAR00004364,2024-11-13,CEASUB000097,Kaveri Deepak Tyres,CEA0008,A6791426,LCV,,21853,pending,fleet upload
CEAWAR00004365,2024-06-03,CEASUB002399,Vijaya Meena Tyres,CEA0012,B4104275,Car,8821903608,0,pending,manual
CEAWAR00004366,2025-08-25,CEASUB000405,Sree Meena Agro,CEA0017,C5480664,Truck,8808723405,0,N,call center
CEAWAR00004367,2026-01-29,CEASUB002280,Prime Senthil Fertilisers & Co,CEA0006,B6741197,Bus,7644539808,0,pending,website
CEAWAR00004368,2025-12-23,CEADLR000520,Sree Deepak Mart Pvt,CEA0031,D6150741,Tractor,9814680028,0,pending,manual
CEAWAR00004369,2024-10-16,CEASUB000250,Shree Manoj Associates,CEA0030,C9102694,Car,8279288376,0,Y,website
CEAWAR00004370,2024-12-10,CEASUB003724,Metro Hari Tyres,CEA0013,D5636415,Bus,7733532847,NA,pending,website
CEAWAR00004371,2025-10-28,CEADLR000102,Royal Venkatesh Services,CEA0037,C2176588,LCV,7992091923,35925,N,website
CEAWAR00004372,2024-05-01,CEASUB001445,Prime Yusuf Chemicals,CEA0010,B3686064,Car,9809575751,37526,Y,call center
CEAWAR00004373,2024-06-01,CEASUB000015,Ganesh Lokesh Tyres,CEA0026,A3192230,Truck,7179325108,63557,pending,call center
CEAWAR00004374,19/12/2024,CEASUB001949,Lucky Prakash Tyres,CEA0035,C9551605,Truck,7603318359,8813,N,dealer app
CEAWAR00004375,2025-09-17,CEADLR000222,National Sanjay Corporation,CEA0016,A2502441,2W,7714849205,NA,Y,website
CEAWAR00004376,2025-04-29,CEASUB002885,SHREE SANJAY ENTERPRISES,CEA0027,A4859225,LCV,8619265876,49995,N,call center
CEAWAR00004377,2025-08-28,CEADLR000493,Shree Jagan Fertilisers,CEA0016,D7796605,Truck,6835319238,19255,pending,call center
CEAWAR00004378,20/06/2024,CEASUB003062,Kaveri Manoj Traders,CEA0017,C5837608,Truck,8817553486,43836,pending,manual
CEAWAR00004379,2025-12-04,CEASUB000955,Lucky Meena Sales,CEA0024,A2904073,Bus,9122403449,0,N,dealer app
CEAWAR00004380,2026-01-27,CEASUB000348,Modern Prakash Chemicals,CEA0027,A6386228,Tractor,7000498009,NA,pending,manual
CEAWAR00004381,2025-02-17,CEADLR000461,Vijaya Geetha Associates,CEA0033,D9217867,Tractor,8253474079,0,Y,website
CEAWAR00004382,2026-01-05,CEASUB000430,City Arun Agro,CEA0011,B9146839,Bus,6094815065,0,Y,dealer app
CEAWAR00004383,2025-11-06,CEASUB004131,City Suresh Traders,CEA0038,A7191387,Truck,9877558422,0,N,call center
CEAWAR00004384,2024-11-07,CEASUB003967,Royal Karthik Tyres,CEA0034,B6177249,Bus,6198208336,NA,pending,manual
CEAWAR00004385,2024-10-08,CEASUB003591,Kaveri Priya Traders,CEA0019,B6617369,Tractor,8154875872,0,N,dealer app
CEAWAR00004386,2024-11-17,CEASUB001847,Star Irfan Enterprises,CEA0010,A2407020,Car,6079837985,0,N,call center
CEAWAR00004387,24/03/2025,CEASUB003263,Vijaya Revathi Mart,CEA0012,C3676142,Truck,6955401563,0,Y,call center
CEAWAR00004388,2025-12-12,CEASUB000275,Prime Yusuf Mart,CEA0011,D8927083,Truck,6260755044,9000,N,fleet upload
CEAWAR00004389,2025-11-28,CEASUB001368,City Senthil Sales,CEA0026,A9559856,Tractor,8296261150,53343,pending,manual
CEAWAR00004390,2024-09-12,CEASUB001115,Mahalakshmi Chandra Tyres,CEA0005,A1440231,Truck,6449273365,NA,N,website
CEAWAR00004391,2025-06-08,CEADLR000299,Vijaya Senthil Tyres Pvt,CEA0038,B4522656,2W,7679803351,74683,Y,fleet upload
CEAWAR00004392,20/04/2025,CEASUB002053,Vijaya Hari Tyres,CEA0001,A9337757,Truck,9947091887,0,pending,fleet upload
CEAWAR00004393,2025-08-29,CEASUB004492,United Farida Agro,CEA0034,D7063622,Truck,6286992328,64257,pending,dealer app
CEAWAR00004394,2024-10-27,CEASUB002800,Sree Sowmya Tyres,CEA0005,A1674533,Bus,9297786756,22414,N,dealer app
CEAWAR00004395,2025-04-15,CEADLR000007,Shree Hari Tyres,CEA0032,null,LCV,9282670716,NA,pending,call center
CEAWAR00004396,2025-04-18,CEASUB003855,New Karthik Agro,CEA0010,D9684808,Bus,9766702132,49073,N,fleet upload
CEAWAR00004397,25/09/2025,CEADLR000635,National Hari Tyres,CEA0019,B7956234,Truck,6884124869,60815,pending,fleet upload
CEAWAR00004398,10/03/2026,CEASUB000380,Vijaya Yusuf Tyres,CEA0029,B7654751,Truck,7768816293,49483,Y,call center
CEAWAR00004399,09/12/2025,CEADLR000549,SHREE CHANDRA SALES,CEA0014,A1906966,Truck,7180435754,0,N,call center
CEAWAR00004400,28/09/2024,CEASUB002514,Lucky Prakash Tyres,CEA0007,D5745051,Car,6182350259,NA,pending,fleet upload
CEAWAR00004401,14-Dec-24,CEASUB002307,Star Ganesh Traders Ltd,CEA0017,A4422626,Bus,9639005533,74591,pending,manual
CEAWAR00004402,2024-05-28,CEASUB000918,New Naveen Tyres,CEA0001,A8378477,LCV,9156803527,0,N,manual
CEAWAR00004403,2024-08-31,CEASUB001981,City Meena Tyres,CEA0038,C3153428,Bus,9720190255,NA,pending,website
CEAWAR00004404,2025-10-17,CEASUB002727,Balaji Lakshmi Tyres & Co,CEA0030,C9321846,Tractor,9888038231,0,N,fleet upload
CEAWAR00004405,2025-02-21,CEASUB001807,Modern Kavya Corporation,CEA0021,D7025939,Bus,9370631587,0,Y,fleet upload
CEAWAR00004406,2024-08-22,CEASUB003830,United Sanjay Traders,CEA0022,B8530442,2W,9999999999,NA,N,dealer app
CEAWAR00004407,2024-06-24,CEASUB002723,Mahalakshmi Karthik Tyres,CEA0014,B9662540,Tractor,6611311565,0,pending,call center
CEAWAR00004408,2024-09-08,CEADLR000030,National Ganesh Tyres,CEA0027,D7959893,Truck,6032289219,0,pending,dealer app
CEAWAR00004409,2025-09-12,CEASUB002134,New Rafiq Tyres,CEA0009,A7370384,Bus,8523356751,0,pending,dealer app
CEAWAR00004410,17/09/2024,CEASUB001120,Star Irfan Tyres,CEA0030,C9578793,Car,9326260095,44864,N,fleet upload
CEAWAR00004411,2026-01-27,CEASUB004227,ROYAL VENKATESH TYRES,CEA0027,B4158260,LCV,7098040868,34637,Y,dealer app
CEAWAR00004412,2025-10-20,CEASUB003551,Mahalakshmi Meena Tyres,CEA0011,A6404785,Bus,9237769832,73211,Y,dealer app
CEAWAR00004413,2025-07-04,CEASUB003146,Royal Farida Sales,CEA0017,D3262971,Car,NA,NA,pending,dealer app
CEAWAR00004414,2026-01-14,CEASUB001996,Sree Hari Tyres,CEA0012,A1478502,LCV,8730523050,8123,Y,website
CEAWAR00004415,2025-08-12,CEASUB001689,Shree Chandra Chemicals,CEA0004,NA,Truck,8650273369,0,pending,manual
CEAWAR00004416,2025-03-09,CEASUB002525,Kaveri Hari Tyres,CEA0017,D5345533,Bus,6414123309,65064,N,fleet upload
CEAWAR00004417,12/29/2024,CEASUB004352,United Priya Tyres,CEA0028,A9849164,Truck,9392915151,NA,Y,dealer app
CEAWAR00004418,2025-02-07,CEASUB003525,Shree Senthil Depot,CEA0030,B4034370,Bus,8730658349,41180,pending,manual
CEAWAR00004419,2025-03-15,CEADLR000103,Ganesh Yusuf Enterprises,CEA0032,B5017371,Tractor,7483787836,NA,pending,fleet upload
CEAWAR00004420,2025-11-04,CEASUB000732,Ganesh Rafiq Corporation,CEA0027,D1010544,Truck,7320203333,50695,pending,manual
CEAWAR00004421,2026-01-08,CEASUB001018,City Sanjay Tyres,CEA0024,B6476337,Truck,9004682383,NA,pending,fleet upload
CEAWAR00004422,2025-04-10,CEASUB002257,City Prakash Services,CEA0034,B2327790,LCV,6356806553,0,pending,website
CEAWAR00004423,05/07/2024,CEASUB001964,Lucky Arun Chemicals,CEA0001,A8615529,Car,9990933544,15006,N,website
CEAWAR00004424,2025-01-06,CEASUB002798,City Priya Tyres,CEA0017,A3023527,Bus,7157740758,43542,pending,fleet upload
CEAWAR00004425,2025-09-22,CEASUB001366,Prime Kavya Fertilisers,CEA0028,D9987865,Tractor,8372409780,NA,pending,website
CEAWAR00004426,2025-07-05,CEASUB003118,Modern Kavya Tyres,CEA0033,B6469387,Bus,6843621658,22813,Y,call center
CEAWAR00004427,2024-10-09,CEADLR000650,Prime Senthil Fertilisers,CEA0030,C2513196,2W,9934078114,12179,pending,website
CEAWAR00004428,06/12/2024,CEASUB000018,Modern Kavya Agencies,CEA0001,C2693486,LCV,6396881286,NA,Y,fleet upload
CEAWAR00004429,03/30/2025,CEASUB000478,New Priya Sales,CEA0021,A8800343,Bus,9508947831,NA,pending,website
CEAWAR00004430,2025-07-02,CEASUB002425,Royal Priya Tyres,CEA0038,D1147878,LCV,9044360224,NA,N,call center
CEAWAR00004431,26-Aug-25,CEASUB002101,Ganesh Senthil Tyres,CEA0007,B6870322,2W,7043192077,NA,pending,dealer app
CEAWAR00004432,2025-12-02,CEASUB000985,Sree Senthil Mart,CEA0024,null,Bus,9910859220,0,pending,dealer app
CEAWAR00004433,30/05/2025,CEASUB004201,Kaveri Bala Enterprises,CEA0028,D3761600,Truck,7334958743,53824,Y,manual
CEAWAR00004434,2024-09-26,CEASUB003144,Sree Irfan Depot,CEA0032,C3803277,Tractor,6326077240,0,Y,call center
CEAWAR00004435,2025-12-18,CEASUB001114,Modern Bala Sales,CEA0005,D9792671,Bus,8440786969,0,Y,manual
CEAWAR00004436,04/03/2026,CEASUB002338,Ganesh Sanjay Paints & Co,CEA0021,D2671860,Tractor,6265865308,0,N,fleet upload
CEAWAR00004437,2024-09-19,CEASUB004292,Shree Ganesh Paints,CEA0038,NA,2W,6753100506,0,pending,manual
CEAWAR00004438,2025-02-08,CEASUB004374,City Kavya Tyres,CEA0026,C3766454,Truck,7687146885,53619,N,call center
CEAWAR00004439,2025-08-29,CEASUB000859,Star Prakash Tyres,CEA0026,A2894751,Bus,7909648292,NA,pending,website
CEAWAR00004440,2025-05-19,CEADLR000650,Prime Senthil Fertilisers,CEA0022,B2319482,Car,6709956389,0,Y,manual
CEAWAR00004441,2025-11-13,CEADLR000033,City Naveen Traders,CEA0025,A7122005,Car,8597167143,0,Y,call center
CEAWAR00004442,2025-10-10,CEASUB004068,Modern Geetha Tyres,CEA0006,D7574133,Bus,8978091728,36258,Y,call center
CEAWAR00004443,14/09/2024,CEASUB003432,Mahalakshmi Senthil Services,CEA0005,D1172230,Bus,6665277193,67368,pending,manual
CEAWAR00004444,2024-11-08,CEASUB004384,Mahalakshmi Yusuf Tyres,CEA0015,A6694409,Truck,7173797713,0,Y,call center
CEAWAR00004445,2024-08-18,CEASUB003457,Royal Ganesh Distributors,CEA0015,D2409897,LCV,7351877674,59535,pending,website
CEAWAR00004446,2025-12-11,CEASUB000287,GANESH JAGAN HARDWARE,CEA0037,B7543301,LCV,8681147599,NA,N,call center
CEAWAR00004447,2025-03-03,CEADLR000143,Modern Bala Agro,CEA0017,C7322392,LCV,8823977064,0,pending,website
CEAWAR00004448,2025-01-06,CEASUB001398,Sree Ganesh Tyres,CEA0029,A5184978,LCV,8142944268,47508,Y,manual
CEAWAR00004449,2025-10-09,CEASUB001106,ROYAL KARTHIK AGRO,CEA0011,B3093778,Tractor,9199373482,3745,N,website
CEAWAR00004450,2024-11-14,CEASUB001955,Sri Venkatesh Agencies Ltd,CEA0025,A9061825,LCV,8696966637,7588,pending,dealer app
CEAWAR00004451,2025-10-01,CEASUB003469,Sri Priya Stores,CEA0004,B7192717,LCV,9391195255,NA,Y,manual
CEAWAR00004452,2025-12-26,CEASUB002593,City Yusuf Depot,CEA0002,C3879092,Tractor,7528072850,NA,pending,dealer app
CEAWAR00004453,2026-01-02,CEASUB003941,Balaji Sowmya Tyres,CEA0012,B4009484,Bus,8659671099,0,pending,dealer app
CEAWAR00004454,2024-09-05,CEASUB002072,Mahalakshmi Suresh Associates,CEA0007,D1010677,2W,6765136569,NA,Y,manual
CEAWAR00004455,2025-07-18,CEASUB003576,Metro Anand Tyres,CEA0023,B3524417,LCV,8556501356,0,Y,manual
CEAWAR00004456,2025-11-29,CEASUB001052,Sree Sowmya Tyres,CEA0011,A6176385,2W,8068295681,0,Y,call center
CEAWAR00004457,2025-01-01,CEASUB000456,Kaveri Naveen Associates,CEA0024,D9774537,LCV,8321383061,61524,N,website
CEAWAR00004458,2025-08-24,CEASUB002313,United Farida Tyres,CEA0025,C1327010,Car,6783959049,NA,pending,fleet upload
CEAWAR00004459,07/26/2024,CEASUB000477,Star Sowmya Tyres,CEA0020,C2056445,Bus,6551164481,NA,Y,call center
CEAWAR00004460,2025-02-02,CEADLR000048,Sri Hari Tyres,CEA0008,B2521877,2W,6845494088,NA,N,call center
CEAWAR00004461,2025-01-24,CEASUB002263,United Ganesh Tyres,CEA0017,B1084370,Bus,8034715272,34099,N,dealer app
CEAWAR00004462,2026-01-23,CEASUB000285,Murugan Deepak Associates,CEA0019,C9531235,Bus,9178941594,0,Y,fleet upload
CEAWAR00004463,08-Dec-24,CEASUB001650,Lucky Venkatesh Traders,CEA0022,D7715835,Bus,7260133054,NA,Y,call center
CEAWAR00004464,2024-07-29,CEASUB000358,Modern Geetha Traders,CEA0031,null,Tractor,8431170162,60836,pending,fleet upload
CEAWAR00004465,2024-07-20,CEADLR000186,Prime Lokesh Sales,CEA0026,B8730761,LCV,6268453175,NA,N,website
CEAWAR00004466,2026-03-04,CEADLR000730,Royal Naveen Sales,CEA0022,C1609644,Car,8058323351,0,N,fleet upload
CEAWAR00004467,2026-01-04,CEASUB002572,Vijaya Sowmya Tyres,CEA0018,C9411458,Truck,9276271050,21662,N,fleet upload
CEAWAR00004468,2024-12-23,CEADLR000666,Sri Lakshmi Tyres,CEA0029,C7781947,Bus,7419959317,NA,pending,website
CEAWAR00004469,2026-02-18,CEASUB003388,Vijaya Naveen Hardware,CEA0011,A4410136,2W,7867900870,65711,Y,dealer app
CEAWAR00004470,2025-10-21,CEASUB002675,Lucky Venkatesh Tyres,CEA0034,D1359856,Bus,7430834411,NA,N,fleet upload
CEAWAR00004471,2024-05-03,CEASUB002734,Sri Irfan Chemicals,CEA0037,B9506373,Truck,6430716743,0,N,fleet upload
CEAWAR00004472,2025-02-18,CEASUB001657,National Chandra Tyres,CEA0019,B9701146,Car,9820687380,57288,pending,dealer app
CEAWAR00004473,2026-03-06,CEASUB004274,Vijaya Anand Sales,CEA0010,C4445151,2W,7579339943,0,pending,website
CEAWAR00004474,2025-05-30,CEASUB000570,New Prakash Paints,CEA0005,D7679185,2W,9832110655,NA,N,manual
CEAWAR00004475,31/10/2024,CEASUB001809,METRO LOKESH TRADERS,CEA0014,B7652157,LCV,0,0,Y,fleet upload
CEAWAR00004476,11/24/2024,CEASUB003929,National Yusuf Tyres,CEA0019,D5728970,LCV,8871647749,40198,Y,dealer app
CEAWAR00004477,2025-12-20,CEASUB000015,Ganesh Lokesh Tyres,CEA0009,A3639228,Bus,6369960860,60347,pending,fleet upload
CEAWAR00004478,2024-09-12,CEASUB004274,Vijaya Anand Sales,CEA0020,B4244253,LCV,8340757724,2959,N,call center
CEAWAR00004479,2026-02-01,CEASUB002761,Lucky Suresh Tyres,CEA0037,D1077458,Bus,6304118462,67117,pending,fleet upload
CEAWAR00004480,2025-05-26,CEASUB003657,Modern Lokesh Depot,CEA0036,C5143859,2W,6332332097,NA,N,call center
CEAWAR00004481,2025-04-20,CEASUB004378,Sree Lakshmi Services,CEA0002,A7742430,Car,9141446805,NA,N,website
CEAWAR00004482,13-Feb-26,CEADLR000625,Prime Karthik Tyres,CEA0009,A6535655,Tractor,9296347576,69973,pending,manual
CEAWAR00004483,2024-07-17,CEASUB000425,Vijaya Irfan Traders,CEA0038,A9407434,Car,9010916470,NA,pending,website
CEAWAR00004484,2024-12-09,CEASUB002755,Prime Manoj Traders,CEA0010,D2237397,Tractor,7022195100,32110,N,website
CEAWAR00004485,2024-11-05,CEASUB001605,United Farida Tyres,CEA0016,C2866837,Tractor,8689963633,NA,pending,website
CEAWAR00004486,2025-11-20,CEASUB000925,Ganesh Bala Corporation,CEA0008,D3305202,LCV,7775723763,23762,Y,manual
CEAWAR00004487,2025-01-07,CEASUB003891,ROYAL LOKESH TYRES,CEA0002,D7549416,Tractor,9742721537,0,N,manual
CEAWAR00004488,2025-11-01,CEASUB004122,United Prakash Services,CEA0020,A4465384,Car,8982707260,NA,Y,dealer app
CEAWAR00004489,2024-08-05,CEASUB002349,Prime Anand Tyres,CEA0011,A3000111,2W,6029531211,0,N,website
CEAWAR00004490,2026-03-10,CEASUB004379,Prime Prakash Tyres,CEA0014,D3032060,LCV,6790898123,46388,Y,website
CEAWAR00004491,2024-08-23,CEADLR000101,National Senthil Tyres,CEA0037,C9616311,Car,6872550510,43714,pending,website
CEAWAR00004492,2025-07-02,CEADLR000150,Metro Revathi Associates Ltd,CEA0036,B8010343,2W,8572411616,182,N,fleet upload
CEAWAR00004493,2025-05-29,CEASUB000311,Lucky Lakshmi Mart,CEA0034,A3689585,Truck,9960589201,0,Y,manual
CEAWAR00004494,2025-11-08,CEASUB004160,Sree Meena Tyres,CEA0021,C6621691,Truck,9744782212,0,N,fleet upload
CEAWAR00004495,2026-02-19,CEASUB002416,Metro Irfan Tyres,CEA0006,B9743293,Car,9957562284,24369,N,website
CEAWAR00004496,2025-02-12,CEASUB002222,Royal Lokesh Depot,CEA0012,C6477063,LCV,8510963909,0,N,website
CEAWAR00004497,2024-11-17,CEASUB000501,National Prakash Paints,CEA0019,B3378150,Tractor,9464627947,NA,Y,website
CEAWAR00004498,2025-01-26,CEASUB001755,Balaji Lokesh Services,CEA0027,B9707621,Truck,9262546352,NA,pending,call center
